11.80
11.56
12.78
17.19
17.03
17.05
19.40
22.63
26.93
23.95
19.70
15.97
15.91
19.59
20.99
21.90
22.57
18.61
18.14
15.53
21.65
28.58
27.37
25.02
20.76
19.95
18.94
20.43
22.01
22.13
22.25
19.51
20.80
25.33
24.43
23.50
23.27
22.97
21.94
18.25
18.21
21.34
21.87
22.33
22.41
22.38
19.82
17.80
20.09
22.05
22.73
22.60
22.24
19.54
19.57
20.14
21.91
22.42
23.03
20.72
20.12
18.71
20.32
21.42
22.70
19.61
16.85
17.48
17.96
20.75
23.41
27.90
21.33
20.59
21.48
21.35
21.31
21.60
21.95
20.03
19.58
20.56
18.52
17.64
18.10
18.03
17.90
18.97
16.90
16.68
16.77
16.45
17.44
18.43
18.97
19.44
20.48
22.01
22.57
23.08
21.62
21.74
22.92
23.32
23.63
24.74
26.32
28.23
30.74
34.32
36.89
37.39
40.83
41.90
39.90
41.90
41.71
45.00
45.90
50.87
44.51
44.45
44.42
39.48
42.34
47.2
50.18
51.3
52.3
53.1
51.45
50.18
58.16
61.1
62.7
61.2
59.1
56.87
58.41
63.8
64.3
64.2
67.3
68.3
64.5
65.4
67.3
73.9
72.7
68.3
69.3
67.6
66.5
71.6
75.4
75.8
74.2
73.9
74.1
74.6
86
90.6
93.3
92
83.4
84.5
77.3
76.3
76.3
62.89
71.8
70.9
73.2
68.6
67.4
70.7
74.4
74.2
72.6
77.4
70
70.4
79.8
76.7
59
54.9
54.7
55
55
51
49.6
46.8
43.61
42
35.4
44
43.1
40.8
38.03
41.8
33.3
32.44
36.7
40.6
38.5
37.35
37.54
35.18
31.65
36.05
42.7
42.4
44.2
44.7
44.8
39
39.2
42.1
43.4
38.3
37.68
41.68
39.1
39.06
40.4
39.9
35.49
33.59
32.61
27.72
28.33
41.67
39.8
32.12
31.63
29.81
27.08
29.26
33.69
30.81
33.59
42.5
32.31
27.94
29.88
34.69
31.36
26.27
26.93
26.67
22.58
25.27
29.99
29.96
25.54
24.14
23.2
19.1
19.52
24.6
25.64
27.17
23.53
22.49
20.17
21.87
33.86
30.88
29.45
26.82
23.65
23.46
22.91
21.26
21.97
44.61
24.12
21.46
18.71
20.85
22.55
23.82
23.44
23.29
21.27
18.55
18.73
21.75
21.74
21.08
21.14
18.88
17.36
20.49
22.99
23.79
23.67
22.22
22.70
19.92
20.91
26.81
26.52
21.61
21.22
23.36
21.6
22.94
24.48
24.95
23.71
22.57
23.59
20.94
20.84
21.89
22.16
20.76
21.35
22.36
19.93
19.8
17.06
20.14
16.49
17.83
20.26
18.95
17.37
21.18
22.01
19.44
19.28
20.2
18.54
19.24
22.73
23.44
18.8
18.45
19.92
18.27
20.51
21.44
21.06
18.56
18.21
20.59
18.68
18.83
21.29
21.77
33.74
18.73
15.98
15
14.08
18.32
14.76
13.36
13.38
12.82
12.47
12.28
12.04
