Heure; Bilan [kWh]; Stockage [kWh]; Température du stock [°C]; COP chauffage; COP ECS; ECS Gachée
731.000000;0.000000;351060.174497;71.705597;5.000000;5.000000;0.000000;600.000000
732.000000;0.000000;351285.542201;71.742642;5.000000;5.000000;0.000000;600.000000
733.000000;0.000000;351305.380267;71.745903;5.000000;5.000000;0.000000;599.469400
734.000000;0.000000;352048.268370;71.868015;5.000000;5.000000;0.000000;600.000000
735.000000;0.000000;352283.095508;71.906615;5.000000;5.000000;0.000000;600.000000
736.000000;0.000000;352446.235231;71.933431;5.000000;5.000000;0.000000;600.000000
737.000000;0.000000;352315.849812;71.911999;5.000000;5.000000;0.000000;600.000000
738.000000;0.000000;351886.076018;71.841355;5.000000;5.000000;0.000000;600.000000
739.000000;0.000000;351570.017339;71.789403;5.000000;5.000000;0.000000;513.251118
740.000000;0.000000;351388.425637;71.759553;5.000000;5.000000;0.000000;391.780890
741.000000;0.000000;351313.569428;71.747249;5.000000;5.000000;0.000000;453.415844
742.000000;0.000000;351243.970241;71.735808;5.000000;5.000000;0.000000;513.518173
743.000000;0.000000;351175.478107;71.724550;5.000000;5.000000;0.000000;575.461122
744.000000;0.000000;351220.678126;71.731980;5.000000;5.000000;0.000000;600.000000
745.000000;0.000000;351326.700323;71.749407;5.000000;5.000000;0.000000;600.000000
746.000000;0.000000;351431.195906;71.766584;5.000000;5.000000;0.000000;600.000000
747.000000;0.000000;351533.220608;71.783354;5.000000;5.000000;0.000000;600.000000
748.000000;0.000000;351633.908913;71.799905;5.000000;5.000000;0.000000;600.000000
749.000000;0.000000;351729.212308;71.815570;5.000000;5.000000;0.000000;600.000000
750.000000;0.000000;351636.038424;71.800255;5.000000;5.000000;0.000000;600.000000
751.000000;0.000000;351074.490505;71.707950;5.000000;5.000000;0.000000;532.913112
752.000000;0.000000;350858.646652;71.672471;5.000000;5.000000;0.000000;557.662775
753.000000;0.000000;350912.689689;71.681354;5.000000;5.000000;0.000000;600.000000
754.000000;0.000000;351171.860629;71.723955;5.000000;5.000000;0.000000;600.000000
755.000000;0.000000;351551.852752;71.786417;5.000000;5.000000;0.000000;600.000000
756.000000;0.000000;352301.860082;71.909699;5.000000;5.000000;0.000000;600.000000
757.000000;0.000000;352858.438090;72.001187;5.000000;5.000000;0.000000;600.000000
758.000000;0.000000;353680.505647;72.136315;5.000000;5.000000;0.000000;600.000000
759.000000;0.000000;354361.922870;72.248323;5.000000;5.000000;0.000000;600.000000
760.000000;0.000000;354780.523105;72.317130;5.000000;5.000000;0.000000;600.000000
761.000000;0.000000;354612.591567;72.289526;5.000000;5.000000;0.000000;600.000000
762.000000;0.000000;354125.463436;72.209455;5.000000;5.000000;0.000000;600.000000
763.000000;0.000000;353781.688668;72.152947;5.000000;5.000000;0.000000;496.979170
764.000000;0.000000;353571.540720;72.118403;5.000000;5.000000;0.000000;359.236994
765.000000;0.000000;353466.428650;72.101126;5.000000;5.000000;0.000000;407.424057
766.000000;0.000000;353365.819069;72.084588;5.000000;5.000000;0.000000;454.078495
767.000000;0.000000;353277.239545;72.070028;5.000000;5.000000;0.000000;502.573553
768.000000;0.000000;353194.287887;72.056392;5.000000;5.000000;0.000000;576.444876
769.000000;0.000000;353228.006661;72.061935;5.000000;5.000000;0.000000;600.000000
770.000000;0.000000;353313.318095;72.075958;5.000000;5.000000;0.000000;600.000000
771.000000;0.000000;353396.977023;72.089709;5.000000;5.000000;0.000000;600.000000
772.000000;0.000000;353479.861253;72.103334;5.000000;5.000000;0.000000;600.000000
773.000000;0.000000;353560.621437;72.116609;5.000000;5.000000;0.000000;600.000000
774.000000;0.000000;353459.083987;72.099918;5.000000;5.000000;0.000000;600.000000
775.000000;0.000000;352882.962167;72.005218;5.000000;5.000000;0.000000;540.695348
776.000000;0.000000;352660.519120;71.968654;5.000000;5.000000;0.000000;574.677520
777.000000;0.000000;352713.778625;71.977409;5.000000;5.000000;0.000000;600.000000
778.000000;0.000000;352922.685608;72.011748;5.000000;5.000000;0.000000;600.000000
779.000000;0.000000;353073.691283;72.036569;5.000000;5.000000;0.000000;600.000000
780.000000;0.000000;353217.166655;72.060153;5.000000;5.000000;0.000000;600.000000
781.000000;0.000000;353226.148555;72.061630;5.000000;5.000000;0.000000;595.932988
782.000000;0.000000;353513.117596;72.108800;5.000000;5.000000;0.000000;600.000000
783.000000;0.000000;353766.474904;72.150446;5.000000;5.000000;0.000000;600.000000
784.000000;0.000000;353889.028502;72.170591;5.000000;5.000000;0.000000;600.000000
785.000000;0.000000;353733.893210;72.145090;5.000000;5.000000;0.000000;600.000000
786.000000;0.000000;353288.207685;72.071830;5.000000;5.000000;0.000000;600.000000
787.000000;0.000000;352954.783016;72.017024;5.000000;5.000000;0.000000;504.761406
788.000000;0.000000;352743.644665;71.982318;5.000000;5.000000;0.000000;374.801466
789.000000;0.000000;352637.542241;71.964877;5.000000;5.000000;0.000000;429.420129
790.000000;0.000000;352535.856853;71.948163;5.000000;5.000000;0.000000;482.506167
791.000000;0.000000;352448.613575;71.933822;5.000000;5.000000;0.000000;537.432825
792.000000;0.000000;352462.956362;71.936180;5.000000;5.000000;0.000000;600.000000
793.000000;0.000000;352613.568881;71.960937;5.000000;5.000000;0.000000;600.000000
794.000000;0.000000;352750.519949;71.983448;5.000000;5.000000;0.000000;600.000000
795.000000;0.000000;352878.687003;72.004515;5.000000;5.000000;0.000000;600.000000
796.000000;0.000000;353003.296307;72.024998;5.000000;5.000000;0.000000;600.000000
797.000000;0.000000;353123.661124;72.044783;5.000000;5.000000;0.000000;600.000000
798.000000;0.000000;353060.699572;72.034434;5.000000;5.000000;0.000000;600.000000
799.000000;0.000000;352453.691070;71.934657;5.000000;5.000000;0.000000;567.225698
800.000000;0.000000;352252.236371;71.901542;5.000000;5.000000;0.000000;600.000000
801.000000;0.000000;352352.318318;71.917993;5.000000;5.000000;0.000000;600.000000
802.000000;0.000000;352515.670388;71.944845;5.000000;5.000000;0.000000;600.000000
803.000000;0.000000;352573.608206;71.954368;5.000000;5.000000;0.000000;600.000000
804.000000;0.000000;352550.163605;71.950514;5.000000;5.000000;0.000000;600.000000
805.000000;0.000000;352389.820348;71.924158;5.000000;5.000000;0.000000;573.451738
806.000000;0.000000;352474.153534;71.938020;5.000000;5.000000;0.000000;600.000000
807.000000;0.000000;352640.816943;71.965415;5.000000;5.000000;0.000000;600.000000
808.000000;0.000000;352768.552012;71.986412;5.000000;5.000000;0.000000;600.000000
809.000000;0.000000;352666.573410;71.969649;5.000000;5.000000;0.000000;600.000000
810.000000;0.000000;352273.940072;71.905110;5.000000;5.000000;0.000000;600.000000
811.000000;0.000000;351930.345085;71.848632;5.000000;5.000000;0.000000;531.291756
812.000000;0.000000;351706.683410;71.811867;5.000000;5.000000;0.000000;427.862166
813.000000;0.000000;351579.553269;71.790970;5.000000;5.000000;0.000000;504.406738
814.000000;0.000000;351454.109684;71.770350;5.000000;5.000000;0.000000;579.418685
815.000000;0.000000;351467.894043;71.772616;5.000000;5.000000;0.000000;600.000000
816.000000;0.000000;351569.601597;71.789334;5.000000;5.000000;0.000000;600.000000
817.000000;0.000000;351656.730687;71.803656;5.000000;5.000000;0.000000;600.000000
818.000000;0.000000;351728.844988;71.815510;5.000000;5.000000;0.000000;600.000000
819.000000;0.000000;351794.542511;71.826309;5.000000;5.000000;0.000000;600.000000
820.000000;0.000000;351850.847900;71.835564;5.000000;5.000000;0.000000;600.000000
821.000000;0.000000;351900.405505;71.843710;5.000000;5.000000;0.000000;600.000000
822.000000;0.000000;351758.634159;71.820406;5.000000;5.000000;0.000000;600.000000
823.000000;0.000000;351102.184295;71.712502;5.000000;5.000000;0.000000;561.919628
824.000000;0.000000;350839.625857;71.669344;5.000000;5.000000;0.000000;600.000000
825.000000;0.000000;350933.350153;71.684750;5.000000;5.000000;0.000000;600.000000
826.000000;0.000000;351143.177367;71.719241;5.000000;5.000000;0.000000;600.000000
827.000000;0.000000;351475.414495;71.773852;5.000000;5.000000;0.000000;600.000000
828.000000;0.000000;351935.566138;71.849490;5.000000;5.000000;0.000000;600.000000
829.000000;0.000000;352210.578040;71.894695;5.000000;5.000000;0.000000;600.000000
830.000000;0.000000;352544.501187;71.949584;5.000000;5.000000;0.000000;600.000000
831.000000;0.000000;352939.613352;72.014530;5.000000;5.000000;0.000000;600.000000
832.000000;0.000000;353204.889864;72.058135;5.000000;5.000000;0.000000;600.000000
833.000000;0.000000;353025.674659;72.028677;5.000000;5.000000;0.000000;600.000000
834.000000;0.000000;352540.899847;71.948992;5.000000;5.000000;0.000000;600.000000
835.000000;0.000000;352128.063915;71.881132;5.000000;5.000000;0.000000;525.985686
836.000000;0.000000;351843.782153;71.834403;5.000000;5.000000;0.000000;417.250026
837.000000;0.000000;351638.133863;71.800599;5.000000;5.000000;0.000000;489.409416
838.000000;0.000000;351424.599937;71.765500;5.000000;5.000000;0.000000;560.036181
839.000000;0.000000;351301.587818;71.745279;5.000000;5.000000;0.000000;600.000000
840.000000;0.000000;351335.822526;71.750907;5.000000;5.000000;0.000000;600.000000
841.000000;0.000000;351374.234385;71.757221;5.000000;5.000000;0.000000;600.000000
842.000000;0.000000;351416.495594;71.764167;5.000000;5.000000;0.000000;600.000000
843.000000;0.000000;351459.217314;71.771190;5.000000;5.000000;0.000000;600.000000
844.000000;0.000000;351505.786724;71.778845;5.000000;5.000000;0.000000;600.000000
845.000000;0.000000;351554.501916;71.786852;5.000000;5.000000;0.000000;600.000000
846.000000;0.000000;351425.175063;71.765594;5.000000;5.000000;0.000000;600.000000
847.000000;0.000000;350791.835368;71.661489;5.000000;5.000000;0.000000;556.613558
848.000000;0.000000;350551.939302;71.622056;5.000000;5.000000;0.000000;600.000000
849.000000;0.000000;350730.980623;71.651486;5.000000;5.000000;0.000000;600.000000
850.000000;0.000000;350993.947334;71.694711;5.000000;5.000000;0.000000;600.000000
851.000000;0.000000;351256.290128;71.737834;5.000000;5.000000;0.000000;600.000000
852.000000;0.000000;351705.927836;71.811743;5.000000;5.000000;0.000000;600.000000
853.000000;0.000000;352162.967615;71.886869;5.000000;5.000000;0.000000;600.000000
854.000000;0.000000;352711.050013;71.976960;5.000000;5.000000;0.000000;600.000000
855.000000;0.000000;353244.969278;72.064723;5.000000;5.000000;0.000000;600.000000
856.000000;0.000000;353557.942369;72.116168;5.000000;5.000000;0.000000;600.000000
857.000000;0.000000;353440.079133;72.096794;5.000000;5.000000;0.000000;600.000000
858.000000;0.000000;353018.749726;72.027538;5.000000;5.000000;0.000000;600.000000
859.000000;0.000000;352671.851623;71.970517;5.000000;5.000000;0.000000;520.679616
860.000000;0.000000;352458.665992;71.935474;5.000000;5.000000;0.000000;406.637886
861.000000;0.000000;352351.461386;71.917853;5.000000;5.000000;0.000000;474.412094
862.000000;0.000000;352247.728871;71.900802;5.000000;5.000000;0.000000;540.653678
863.000000;0.000000;352179.083380;71.889518;5.000000;5.000000;0.000000;600.000000
864.000000;0.000000;352295.353532;71.908630;5.000000;5.000000;0.000000;600.000000
865.000000;0.000000;352403.516151;71.926409;5.000000;5.000000;0.000000;600.000000
866.000000;0.000000;352492.055615;71.940963;5.000000;5.000000;0.000000;600.000000
867.000000;0.000000;352568.820295;71.953581;5.000000;5.000000;0.000000;600.000000
868.000000;0.000000;352636.644238;71.964730;5.000000;5.000000;0.000000;600.000000
869.000000;0.000000;352697.870072;71.974794;5.000000;5.000000;0.000000;600.000000
870.000000;0.000000;352569.235620;71.953649;5.000000;5.000000;0.000000;600.000000
871.000000;0.000000;351932.559949;71.848996;5.000000;5.000000;0.000000;555.198606
872.000000;0.000000;351680.644834;71.807587;5.000000;5.000000;0.000000;600.000000
873.000000;0.000000;351825.694430;71.831430;5.000000;5.000000;0.000000;600.000000
874.000000;0.000000;352130.643159;71.881556;5.000000;5.000000;0.000000;600.000000
875.000000;0.000000;352614.858578;71.961149;5.000000;5.000000;0.000000;600.000000
876.000000;0.000000;353216.443188;72.060034;5.000000;5.000000;0.000000;600.000000
877.000000;0.000000;353608.129299;72.124418;5.000000;5.000000;0.000000;600.000000
878.000000;0.000000;354320.554309;72.241523;5.000000;5.000000;0.000000;600.000000
879.000000;0.000000;354932.539833;72.342118;5.000000;5.000000;0.000000;600.000000
880.000000;0.000000;355171.797048;72.381446;5.000000;5.000000;0.000000;600.000000
881.000000;0.000000;355037.698120;72.359403;5.000000;5.000000;0.000000;600.000000
882.000000;0.000000;354596.319208;72.286852;5.000000;5.000000;0.000000;600.000000
883.000000;0.000000;354254.758108;72.230707;5.000000;5.000000;0.000000;519.264664
884.000000;0.000000;354032.378720;72.194154;5.000000;5.000000;0.000000;403.807982
885.000000;-0.000000;353889.061804;72.170596;5.000000;5.000000;0.000000;470.412809
886.000000;0.000000;353747.819230;72.147379;5.000000;5.000000;0.000000;535.485010
887.000000;0.000000;353624.811898;72.127160;5.000000;5.000000;0.000000;600.000000
888.000000;0.000000;353724.353618;72.143522;5.000000;5.000000;0.000000;600.000000
889.000000;0.000000;353817.408034;72.158818;5.000000;5.000000;0.000000;600.000000
890.000000;0.000000;353901.030282;72.172563;5.000000;5.000000;0.000000;600.000000
891.000000;0.000000;353975.444318;72.184795;5.000000;5.000000;0.000000;600.000000
892.000000;0.000000;354048.341587;72.196778;5.000000;5.000000;0.000000;600.000000
893.000000;0.000000;354120.941766;72.208711;5.000000;5.000000;0.000000;600.000000
894.000000;0.000000;354009.347511;72.190368;5.000000;5.000000;0.000000;600.000000
895.000000;0.000000;353398.342008;72.089934;5.000000;5.000000;0.000000;553.429916
896.000000;0.000000;353173.380225;72.052956;5.000000;5.000000;0.000000;600.000000
897.000000;0.000000;353352.278366;72.082362;5.000000;5.000000;0.000000;600.000000
898.000000;0.000000;353677.290952;72.135786;5.000000;5.000000;0.000000;600.000000
899.000000;0.000000;354311.960934;72.240110;5.000000;5.000000;0.000000;600.000000
900.000000;0.000000;355081.058090;72.366531;5.000000;5.000000;0.000000;600.000000
901.000000;0.000000;355632.992746;72.457255;5.000000;5.000000;0.000000;600.000000
902.000000;0.000000;356434.946713;72.589076;5.000000;5.000000;0.000000;600.000000
903.000000;0.000000;357111.604051;72.700302;5.000000;5.000000;0.000000;600.000000
904.000000;0.000000;357429.777054;72.752602;5.000000;5.000000;0.000000;600.000000
905.000000;0.000000;357300.723824;72.731389;5.000000;5.000000;0.000000;600.000000
906.000000;0.000000;356875.577732;72.661505;5.000000;5.000000;0.000000;600.000000
907.000000;0.000000;356556.001109;72.608975;5.000000;5.000000;0.000000;517.495974
908.000000;0.000000;356350.875633;72.575257;5.000000;5.000000;0.000000;400.270602
909.000000;-0.000000;356236.232791;72.556413;5.000000;5.000000;0.000000;465.413701
910.000000;0.000000;356124.684400;72.538077;5.000000;5.000000;0.000000;529.024176
911.000000;0.000000;356027.200597;72.522053;5.000000;5.000000;0.000000;594.475270
912.000000;0.000000;356114.134594;72.536343;5.000000;5.000000;0.000000;600.000000
913.000000;0.000000;356206.689702;72.551557;5.000000;5.000000;0.000000;600.000000
914.000000;0.000000;356279.535252;72.563531;5.000000;5.000000;0.000000;600.000000
915.000000;0.000000;356333.676872;72.572430;5.000000;5.000000;0.000000;600.000000
916.000000;0.000000;356379.526482;72.579967;5.000000;5.000000;0.000000;600.000000
917.000000;0.000000;356417.356916;72.586185;5.000000;5.000000;0.000000;600.000000
918.000000;0.000000;356266.955888;72.561463;5.000000;5.000000;0.000000;600.000000
919.000000;0.000000;355623.332913;72.455667;5.000000;5.000000;0.000000;547.416370
920.000000;0.000000;355360.198484;72.412414;5.000000;5.000000;0.000000;596.648561
921.000000;0.000000;355488.109001;72.433440;5.000000;5.000000;0.000000;600.000000
922.000000;0.000000;355742.150398;72.475198;5.000000;5.000000;0.000000;600.000000
923.000000;0.000000;356355.706677;72.576051;5.000000;5.000000;0.000000;600.000000
924.000000;0.000000;357093.831261;72.697381;5.000000;5.000000;0.000000;600.000000
925.000000;0.000000;357648.516905;72.788557;5.000000;5.000000;0.000000;600.000000
926.000000;0.000000;358463.260447;72.922481;5.000000;5.000000;0.000000;600.000000
927.000000;0.000000;359166.481385;73.038073;5.000000;5.000000;0.000000;600.000000
928.000000;0.000000;359541.780882;73.099763;5.000000;5.000000;0.000000;600.000000
929.000000;0.000000;359380.047319;73.073178;5.000000;5.000000;0.000000;600.000000
930.000000;0.000000;358897.860897;72.993919;5.000000;5.000000;0.000000;600.000000
931.000000;0.000000;358530.270212;72.933496;5.000000;5.000000;0.000000;511.482428
932.000000;0.000000;358294.606502;72.894758;5.000000;5.000000;0.000000;388.243510
933.000000;0.000000;358153.859407;72.871623;5.000000;5.000000;0.000000;448.416737
934.000000;0.000000;358004.202030;72.847023;5.000000;5.000000;0.000000;507.057338
935.000000;0.000000;357852.658588;72.822113;5.000000;5.000000;0.000000;567.538560
936.000000;0.000000;357784.935618;72.810981;5.000000;5.000000;0.000000;600.000000
937.000000;0.000000;357792.325495;72.812196;5.000000;5.000000;0.000000;600.000000
938.000000;0.000000;357796.384067;72.812863;5.000000;5.000000;0.000000;600.000000
939.000000;0.000000;357796.558901;72.812892;5.000000;5.000000;0.000000;600.000000
940.000000;0.000000;357791.042514;72.811985;5.000000;5.000000;0.000000;600.000000
941.000000;0.000000;357778.743264;72.809963;5.000000;5.000000;0.000000;600.000000
942.000000;0.000000;357582.115169;72.777643;5.000000;5.000000;0.000000;600.000000
943.000000;0.000000;356941.546921;72.672349;5.000000;5.000000;0.000000;525.484614
944.000000;0.000000;356650.763571;72.624551;5.000000;5.000000;0.000000;555.945023
945.000000;0.000000;356582.984754;72.613410;5.000000;5.000000;0.000000;600.000000
946.000000;0.000000;356798.120964;72.648773;5.000000;5.000000;0.000000;600.000000
947.000000;0.000000;357251.259053;72.723258;5.000000;5.000000;0.000000;600.000000
948.000000;0.000000;357607.225235;72.781770;5.000000;5.000000;0.000000;600.000000
949.000000;0.000000;357780.166914;72.810197;5.000000;5.000000;0.000000;600.000000
950.000000;0.000000;358167.264720;72.873827;5.000000;5.000000;0.000000;600.000000
951.000000;0.000000;358590.293811;72.943362;5.000000;5.000000;0.000000;600.000000
952.000000;0.000000;358779.400319;72.974447;5.000000;5.000000;0.000000;600.000000
953.000000;0.000000;358542.708090;72.935540;5.000000;5.000000;0.000000;600.000000
954.000000;0.000000;358007.217144;72.847519;5.000000;5.000000;0.000000;600.000000
955.000000;0.000000;357633.090647;72.786022;5.000000;5.000000;0.000000;489.550672
956.000000;0.000000;357381.256942;72.744626;5.000000;5.000000;0.000000;344.379998
957.000000;0.000000;357232.386636;72.720156;5.000000;5.000000;0.000000;386.427806
958.000000;0.000000;357078.084942;72.694792;5.000000;5.000000;0.000000;426.942990
959.000000;0.000000;356926.383908;72.669857;5.000000;5.000000;0.000000;469.298793
960.000000;0.000000;356785.754300;72.646741;5.000000;5.000000;0.000000;530.599262
961.000000;0.000000;356643.210011;72.623310;5.000000;5.000000;0.000000;593.049200
962.000000;0.000000;356634.012231;72.621798;5.000000;5.000000;0.000000;600.000000
963.000000;0.000000;356639.432509;72.622689;5.000000;5.000000;0.000000;600.000000
964.000000;0.000000;356643.146154;72.623299;5.000000;5.000000;0.000000;600.000000
965.000000;0.000000;356645.234630;72.623643;5.000000;5.000000;0.000000;600.000000
966.000000;0.000000;356463.925170;72.593840;5.000000;5.000000;0.000000;600.000000
967.000000;0.000000;355840.236643;72.491321;5.000000;5.000000;0.000000;525.484614
968.000000;0.000000;355576.403196;72.447953;5.000000;5.000000;0.000000;552.282296
969.000000;0.000000;355551.997886;72.443942;5.000000;5.000000;0.000000;600.000000
970.000000;0.000000;355752.074474;72.476829;5.000000;5.000000;0.000000;600.000000
971.000000;0.000000;356299.099585;72.566747;5.000000;5.000000;0.000000;600.000000
972.000000;0.000000;356868.526168;72.660346;5.000000;5.000000;0.000000;600.000000
973.000000;0.000000;357349.184448;72.739354;5.000000;5.000000;0.000000;600.000000
974.000000;0.000000;357745.117360;72.804436;5.000000;5.000000;0.000000;600.000000
975.000000;0.000000;358208.249678;72.880564;5.000000;5.000000;0.000000;600.000000
976.000000;0.000000;358413.246909;72.914260;5.000000;5.000000;0.000000;600.000000
977.000000;0.000000;358228.973984;72.883970;5.000000;5.000000;0.000000;600.000000
978.000000;0.000000;357746.973780;72.804741;5.000000;5.000000;0.000000;600.000000
979.000000;0.000000;357426.994902;72.752145;5.000000;5.000000;0.000000;489.550672
980.000000;0.000000;357217.858191;72.717768;5.000000;5.000000;0.000000;344.379998
981.000000;0.000000;357103.173308;72.698916;5.000000;5.000000;0.000000;386.427806
982.000000;0.000000;356991.857380;72.680619;5.000000;5.000000;0.000000;426.942990
983.000000;0.000000;356883.918526;72.662876;5.000000;5.000000;0.000000;469.298793
984.000000;0.000000;356794.901478;72.648244;5.000000;5.000000;0.000000;545.801226
985.000000;0.000000;356755.392736;72.641750;5.000000;5.000000;0.000000;600.000000
986.000000;0.000000;356830.806538;72.654146;5.000000;5.000000;0.000000;600.000000
987.000000;0.000000;356890.246873;72.663917;5.000000;5.000000;0.000000;600.000000
988.000000;0.000000;356939.306540;72.671981;5.000000;5.000000;0.000000;600.000000
989.000000;0.000000;356983.940835;72.679317;5.000000;5.000000;0.000000;600.000000
990.000000;0.000000;356844.784944;72.656444;5.000000;5.000000;0.000000;600.000000
991.000000;0.000000;356217.837949;72.553389;5.000000;5.000000;0.000000;543.878990
992.000000;0.000000;355968.552692;72.512413;5.000000;5.000000;0.000000;582.000453
993.000000;0.000000;356022.241100;72.521238;5.000000;5.000000;0.000000;600.000000
994.000000;0.000000;356215.432731;72.552994;5.000000;5.000000;0.000000;600.000000
995.000000;0.000000;356386.716309;72.581149;5.000000;5.000000;0.000000;600.000000
996.000000;0.000000;356421.983593;72.586946;5.000000;5.000000;0.000000;600.000000
997.000000;0.000000;356297.491589;72.566482;5.000000;5.000000;0.000000;575.653630
998.000000;0.000000;356403.731087;72.583945;5.000000;5.000000;0.000000;600.000000
999.000000;0.000000;356557.495968;72.609221;5.000000;5.000000;0.000000;600.000000
1000.000000;0.000000;356657.848753;72.625716;5.000000;5.000000;0.000000;600.000000
1001.000000;0.000000;356509.597567;72.601347;5.000000;5.000000;0.000000;600.000000
1002.000000;0.000000;356069.768084;72.529050;5.000000;5.000000;0.000000;600.000000
1003.000000;0.000000;355728.563035;72.472964;5.000000;5.000000;0.000000;507.945048
1004.000000;0.000000;355516.345182;72.438081;5.000000;5.000000;0.000000;381.168750
1005.000000;0.000000;355411.053307;72.420774;5.000000;5.000000;0.000000;438.418522
1006.000000;0.000000;355309.318931;72.404051;5.000000;5.000000;0.000000;494.135669
1007.000000;-0.000000;355223.057165;72.389872;5.000000;5.000000;0.000000;551.693436
1008.000000;0.000000;355233.111909;72.391525;5.000000;5.000000;0.000000;600.000000
1009.000000;0.000000;355355.809325;72.411693;5.000000;5.000000;0.000000;600.000000
1010.000000;0.000000;355456.919669;72.428313;5.000000;5.000000;0.000000;600.000000
1011.000000;0.000000;355553.248447;72.444147;5.000000;5.000000;0.000000;600.000000
1012.000000;0.000000;355645.935504;72.459383;5.000000;5.000000;0.000000;600.000000
1013.000000;0.000000;355736.628631;72.474290;5.000000;5.000000;0.000000;600.000000
1014.000000;0.000000;355634.866549;72.457563;5.000000;5.000000;0.000000;600.000000
1015.000000;0.000000;355040.823724;72.359917;5.000000;5.000000;0.000000;547.062632
1016.000000;0.000000;354815.072041;72.322809;5.000000;5.000000;0.000000;595.571568
1017.000000;0.000000;354954.832085;72.345782;5.000000;5.000000;0.000000;600.000000
1018.000000;0.000000;355195.231740;72.385298;5.000000;5.000000;0.000000;600.000000
1019.000000;0.000000;355822.903444;72.488472;5.000000;5.000000;0.000000;600.000000
1020.000000;0.000000;356355.865176;72.576077;5.000000;5.000000;0.000000;600.000000
1021.000000;0.000000;356759.525753;72.642429;5.000000;5.000000;0.000000;600.000000
1022.000000;0.000000;357532.524290;72.769491;5.000000;5.000000;0.000000;600.000000
1023.000000;0.000000;358177.016822;72.875430;5.000000;5.000000;0.000000;600.000000
1024.000000;0.000000;358563.646536;72.938982;5.000000;5.000000;0.000000;600.000000
1025.000000;0.000000;358395.999071;72.911425;5.000000;5.000000;0.000000;600.000000
1026.000000;0.000000;357920.551614;72.833273;5.000000;5.000000;0.000000;600.000000
1027.000000;0.000000;357543.148819;72.771237;5.000000;5.000000;0.000000;511.128690
1028.000000;0.000000;357287.507976;72.729216;5.000000;5.000000;0.000000;387.536034
1029.000000;0.000000;357134.259216;72.704026;5.000000;5.000000;0.000000;447.416915
1030.000000;0.000000;356982.527280;72.679085;5.000000;5.000000;0.000000;505.765171
1031.000000;0.000000;356843.921379;72.656302;5.000000;5.000000;0.000000;565.954047
1032.000000;0.000000;356838.196803;72.655361;5.000000;5.000000;0.000000;600.000000
1033.000000;0.000000;356914.141975;72.667844;5.000000;5.000000;0.000000;600.000000
1034.000000;0.000000;356985.790848;72.679622;5.000000;5.000000;0.000000;600.000000
1035.000000;0.000000;357054.962400;72.690992;5.000000;5.000000;0.000000;600.000000
1036.000000;0.000000;357119.367728;72.701578;5.000000;5.000000;0.000000;600.000000
1037.000000;0.000000;357179.732814;72.711501;5.000000;5.000000;0.000000;600.000000
1038.000000;0.000000;357055.525788;72.691084;5.000000;5.000000;0.000000;600.000000
1039.000000;0.000000;356437.519074;72.589499;5.000000;5.000000;0.000000;549.799498
1040.000000;0.000000;356224.295989;72.554451;5.000000;5.000000;0.000000;600.000000
1041.000000;0.000000;356413.711816;72.585586;5.000000;5.000000;0.000000;600.000000
1042.000000;0.000000;356768.374080;72.643884;5.000000;5.000000;0.000000;600.000000
1043.000000;0.000000;357555.323098;72.773239;5.000000;5.000000;0.000000;600.000000
1044.000000;0.000000;358310.511710;72.897373;5.000000;5.000000;0.000000;600.000000
1045.000000;0.000000;358870.024584;72.989343;5.000000;5.000000;0.000000;600.000000
1046.000000;0.000000;359727.037978;73.130215;5.000000;5.000000;0.000000;600.000000
1047.000000;0.000000;360452.988421;73.249543;5.000000;5.000000;0.000000;600.000000
1048.000000;0.000000;360871.604438;73.318353;5.000000;5.000000;0.000000;600.000000
1049.000000;0.000000;360757.778468;73.299643;5.000000;5.000000;0.000000;600.000000
1050.000000;0.000000;360329.332576;73.229217;5.000000;5.000000;0.000000;600.000000
1051.000000;0.000000;360001.663977;73.175356;5.000000;5.000000;0.000000;513.604856
1052.000000;0.000000;359792.330419;73.140947;5.000000;5.000000;0.000000;392.488366
1053.000000;0.000000;359687.947198;73.123789;5.000000;5.000000;0.000000;454.415665
1054.000000;0.000000;359585.919932;73.107018;5.000000;5.000000;0.000000;514.810340
1055.000000;0.000000;359497.389791;73.092466;5.000000;5.000000;0.000000;577.045634
1056.000000;0.000000;359567.259687;73.103951;5.000000;5.000000;0.000000;600.000000
1057.000000;0.000000;359678.656097;73.122262;5.000000;5.000000;0.000000;600.000000
1058.000000;0.000000;359761.149741;73.135822;5.000000;5.000000;0.000000;600.000000
1059.000000;0.000000;359835.278098;73.148007;5.000000;5.000000;0.000000;600.000000
1060.000000;0.000000;359901.907885;73.158959;5.000000;5.000000;0.000000;600.000000
1061.000000;0.000000;359953.245669;73.167398;5.000000;5.000000;0.000000;600.000000
1062.000000;0.000000;359790.939299;73.140719;5.000000;5.000000;0.000000;600.000000
1063.000000;0.000000;359137.407443;73.033294;5.000000;5.000000;0.000000;550.506974
1064.000000;0.000000;358868.541577;72.989099;5.000000;5.000000;0.000000;600.000000
1065.000000;0.000000;359004.273569;73.011410;5.000000;5.000000;0.000000;600.000000
1066.000000;0.000000;359420.812966;73.079879;5.000000;5.000000;0.000000;600.000000
1067.000000;0.000000;360233.988323;73.213545;5.000000;5.000000;0.000000;600.000000
1068.000000;0.000000;360970.417267;73.334595;5.000000;5.000000;0.000000;600.000000
