Heure;Bilan [kWh];Stockage eau [kWh];Température du stock [°C];COP chauffage;COP ECS;ECS Gachée [kWh];Stock batterie [kWh];Stockage hydrogene [kWh];consElecPac;pertes_horaires
1047.000000;0.000000;146878.109037;38.143123;5.386482;5.386081;0.000000;250.000000;2078.910546;5.537038;8.268020
1048.000000;0.000000;147219.514392;38.199242;5.395964;5.395545;0.000000;250.000000;2100.623006;5.322028;8.302221
1049.000000;0.000000;147051.970892;38.171702;5.395847;5.395410;0.000000;250.000000;2101.537819;42.485673;8.318776
1050.000000;0.000000;146648.263085;38.105342;5.390643;5.390197;0.000000;186.001602;2101.537819;91.956274;8.310652
1051.000000;0.000000;146388.361217;38.062621;5.379427;5.378678;0.000000;32.783573;2101.537819;59.355187;8.291076
1052.000000;0.000000;146224.842483;38.035742;5.372232;5.371115;0.000000;0.000000;1983.530566;37.406568;8.278473
1053.000000;0.000000;146146.747540;38.022905;5.367714;5.366552;0.000000;45.214009;1983.530566;17.882242;8.270544
1054.000000;0.000000;146070.575478;38.010384;5.365559;5.364327;0.000000;89.299336;1983.530566;17.450444;8.266757
1055.000000;0.000000;146005.389201;37.999669;5.363459;5.362159;0.000000;137.465956;1983.530566;14.940357;8.263063
1056.000000;0.000000;145953.072066;37.991070;5.361663;5.360223;0.000000;207.617670;1983.530566;11.994767;8.259902
1057.000000;0.000000;145887.018765;37.980212;5.360223;5.358405;0.000000;250.000000;1990.482163;15.149065;8.257366
1058.000000;0.000000;145797.489379;37.965496;5.358405;5.355944;0.000000;250.000000;2007.441465;20.541776;8.254163
1059.000000;0.000000;145701.191333;37.949667;5.355944;5.353298;0.000000;250.000000;2024.025046;22.107275;8.249821
1060.000000;0.000000;145598.829750;37.932841;5.353298;5.350490;0.000000;250.000000;2040.271117;23.513569;8.245152
1061.000000;0.000000;145484.066052;37.913977;5.350490;5.347344;0.000000;250.000000;2055.829367;26.379490;8.240188
1062.000000;0.000000;145232.048991;37.872551;5.347344;5.343460;0.000000;250.000000;2058.919977;57.993006;8.234623
1063.000000;0.000000;144707.826326;37.786382;5.340449;5.336555;0.000000;65.460287;2058.919977;120.855082;8.222403
1064.000000;0.000000;144490.553178;37.750668;5.326686;5.323343;0.000000;46.280518;2058.919977;54.674842;8.196983
1065.000000;0.000000;144413.927165;37.738073;5.321307;5.318534;0.000000;65.781786;2058.919977;26.620238;8.186447
1066.000000;0.000000;144563.298033;37.762625;5.323396;5.322545;0.000000;117.449650;2058.919977;9.860618;8.182731
1067.000000;0.000000;145373.121094;37.895740;5.348419;5.347633;0.000000;239.609986;2058.919977;34.541039;8.189974
1068.000000;0.000000;146130.338127;38.020208;5.372828;5.371812;0.000000;250.000000;2085.371424;63.949329;8.229243
1069.000000;0.000000;146976.868314;38.159357;5.393851;5.392706;0.000000;250.000000;2088.579953;43.312504;8.265961
1070.000000;-0.000000;147848.946453;38.302705;5.414852;5.413759;0.000000;250.000000;2122.405194;15.567734;8.307010
1071.000000;0.000000;148564.192995;38.420273;5.434567;5.433353;0.000000;250.000000;2154.863415;11.896575;8.349298
1072.000000;0.000000;148882.815749;38.472647;5.443955;5.442337;0.000000;250.000000;2174.884595;14.712185;8.383981
1073.000000;0.000000;148659.423776;38.435927;5.442645;5.440625;0.000000;241.464109;2174.884595;54.622856;8.399431
1074.000000;0.000000;148183.358853;38.357674;5.435769;5.433288;0.000000;161.050521;2174.884595;107.373105;8.388598
1075.000000;0.000000;147850.220052;38.302914;5.422326;5.419514;0.000000;0.000000;2166.567493;75.364692;8.365514
1076.000000;0.000000;147608.308013;38.263150;5.412958;5.409632;0.000000;0.000000;2002.265103;54.839650;8.349360
1077.000000;0.000000;147444.007171;38.236143;5.406176;5.402587;0.000000;28.320985;2002.265103;37.295428;8.337629
1078.000000;0.000000;147279.375238;38.209081;5.401579;5.397861;0.000000;55.022477;2002.265103;37.408977;8.329662
1079.000000;0.000000;147123.198224;38.183410;5.396981;5.393129;0.000000;85.243800;2002.265103;35.522735;8.321679
1080.000000;0.000000;146984.294610;38.160577;5.392627;5.388760;0.000000;137.441590;2002.265103;31.621992;8.314106
1081.000000;0.000000;146843.799277;38.137483;5.388760;5.384854;0.000000;190.425863;2002.265103;32.012537;8.307370
1082.000000;0.000000;146684.864524;38.111358;5.384854;5.380442;0.000000;239.599745;2002.265103;36.246305;8.300558
1083.000000;0.000000;146520.206526;38.084293;5.380442;5.375880;0.000000;250.000000;2012.282406;37.589353;8.292851
1084.000000;0.000000;146355.367157;38.057197;5.375880;5.371320;0.000000;250.000000;2025.053755;37.669997;8.284866
1085.000000;0.000000;146188.683893;38.029799;5.371320;5.366716;0.000000;250.000000;2037.714437;38.131110;8.276873
1086.000000;-0.000000;145911.827702;37.984290;5.366716;5.362122;0.000000;250.000000;2039.423459;63.428043;8.268791
1087.000000;0.000000;145363.343974;37.894133;5.359088;5.354508;0.000000;59.478087;2039.423459;125.917482;8.255366
1088.000000;0.000000;145138.645845;37.857198;5.344564;5.340999;0.000000;38.401778;2039.423459;56.160148;8.228769
1089.000000;0.000000;145087.030500;37.848714;5.338947;5.336838;0.000000;63.529240;2039.423459;20.747331;8.217874
1090.000000;0.000000;145261.139826;37.877333;5.342258;5.341553;0.000000;118.794243;2039.423459;8.542217;8.215371
1091.000000;0.000000;146040.805895;38.005491;5.366552;5.365991;0.000000;237.094546;2039.423459;32.508386;8.223813
1092.000000;0.000000;146780.901499;38.127144;5.390288;5.389862;0.000000;250.000000;2065.176995;58.840777;8.261620
1093.000000;0.000000;147576.014711;38.257841;5.409891;5.409454;0.000000;250.000000;2067.496888;37.393575;8.297508
1094.000000;0.000000;148394.475891;38.392376;5.429565;5.429121;0.000000;250.000000;2099.369687;10.281328;8.336063
1095.000000;0.000000;149059.842237;38.501746;5.447862;5.447408;0.000000;250.000000;2130.427907;5.808333;8.375751
1096.000000;0.000000;149419.043612;38.560790;5.458065;5.457596;0.000000;250.000000;2152.207751;5.562841;8.408015
1097.000000;0.000000;149249.603392;38.532938;5.457905;5.457416;0.000000;250.000000;2153.263478;42.320111;8.425433
1098.000000;0.000000;148820.438641;38.462394;5.452527;5.451374;0.000000;181.411001;2153.263478;96.409395;8.417217
1099.000000;0.000000;148539.532607;38.416220;5.440330;5.438985;0.000000;24.191212;2153.263478;63.278351;8.396406
1100.000000;0.000000;148360.870681;38.386852;5.432377;5.430816;0.000000;0.000000;2024.933061;40.318187;8.382785
1101.000000;0.000000;148268.146049;38.371611;5.427330;5.425732;0.000000;42.745480;2024.933061;20.946631;8.374121
1102.000000;0.000000;148177.715867;38.356746;5.424715;5.423056;0.000000;84.429458;2024.933061;20.440191;8.369625
1103.000000;0.000000;148092.976661;38.342817;5.422167;5.420289;0.000000;129.084127;2024.933061;19.164105;8.365240
1104.000000;0.000000;148011.997104;38.329506;5.419781;5.417503;0.000000;180.806696;2024.933061;18.322074;8.361131
1105.000000;0.000000;147922.416467;38.314781;5.417503;5.414986;0.000000;231.906395;2024.933061;20.278568;8.357204
1106.000000;0.000000;147826.978444;38.299094;5.414986;5.412306;0.000000;250.000000;2033.413501;21.616837;8.352860
1107.000000;0.000000;147727.618530;38.282761;5.412306;5.409519;0.000000;250.000000;2046.502428;22.518819;8.348233
1108.000000;0.000000;147626.564795;38.266151;5.409519;5.406687;0.000000;250.000000;2059.495747;22.917180;8.343415
1109.000000;0.000000;147522.431519;38.249034;5.406687;5.403773;0.000000;250.000000;2072.317813;23.630739;8.338514
1110.000000;0.000000;147304.647240;38.213235;5.403773;5.400770;0.000000;250.000000;2074.057789;49.471129;8.333465
1111.000000;0.000000;146813.465832;38.132497;5.397687;5.394657;0.000000;59.854422;2074.057789;111.750840;8.322904
1112.000000;0.000000;146637.732727;38.103611;5.384545;5.382290;0.000000;36.622245;2074.057789;44.472489;8.299087
1113.000000;0.000000;146616.823109;38.100174;5.380200;5.378911;0.000000;55.790033;2074.057789;13.541250;8.290565
1114.000000;0.000000;146837.235775;38.136404;5.385483;5.384986;0.000000;103.007722;2074.057789;6.655736;8.289551
1115.000000;0.000000;147431.538727;38.234093;5.405015;5.404637;0.000000;185.095401;2074.057789;30.716695;8.300239
1116.000000;0.000000;148096.192992;38.343346;5.427112;5.426730;0.000000;250.000000;2079.577437;58.043875;8.329057
1117.000000;0.000000;148893.092987;38.474336;5.447024;5.446637;0.000000;243.614132;2079.577437;36.679137;8.361287
1118.000000;0.000000;149713.597159;38.609207;5.467020;5.466630;0.000000;250.000000;2106.487106;9.737686;8.399929
1119.000000;0.000000;150400.447727;38.722108;5.486183;5.485789;0.000000;250.000000;2134.888736;5.249519;8.439716
1120.000000;0.000000;150736.230870;38.777303;5.496041;5.495444;0.000000;250.000000;2152.727968;6.454117;8.473022
1121.000000;0.000000;150565.740319;38.749278;5.495757;5.495238;0.000000;239.659315;2152.727968;42.197651;8.489304
1122.000000;0.000000;150157.094124;38.682107;5.490273;5.489714;0.000000;161.696631;2152.727968;91.017772;8.481037
1123.000000;0.000000;149903.872152;38.640484;5.478498;5.477940;0.000000;0.000000;2149.659308;56.548228;8.461222
1124.000000;0.000000;149760.610221;38.616935;5.471226;5.470664;0.000000;0.000000;1994.002708;32.044340;8.448943
1125.000000;0.000000;149704.651018;38.607736;5.467121;5.466553;0.000000;37.877161;1994.002708;12.527935;8.441996
1126.000000;0.000000;149640.019050;38.597113;5.465519;5.464574;0.000000;72.484609;1994.002708;14.475062;8.439282
1127.000000;0.000000;149577.207680;38.586788;5.463670;5.462390;0.000000;109.276262;1994.002708;14.072849;8.436148
1128.000000;0.000000;149531.399628;38.579258;5.461874;5.460565;0.000000;158.697877;1994.002708;10.266550;8.433102
1129.000000;0.000000;149484.823910;38.571602;5.460565;5.459235;0.000000;209.099864;1994.002708;10.441663;8.430881
1130.000000;0.000000;149438.028363;38.563910;5.459235;5.457899;0.000000;250.000000;1996.523956;10.494076;8.428623
1131.000000;0.000000;149390.395547;38.556081;5.457899;5.456540;0.000000;250.000000;2009.906076;10.685037;8.426354
1132.000000;0.000000;149342.543085;38.548215;5.456540;5.455175;0.000000;250.000000;2023.275585;10.737582;8.424044
1133.000000;0.000000;149293.923434;38.540223;5.455175;5.453789;0.000000;250.000000;2036.602977;10.913073;8.421723
1134.000000;0.000000;149129.107510;38.513131;5.453789;5.452246;0.000000;250.000000;2038.785658;37.014386;8.419366
1135.000000;0.000000;148681.560839;38.439566;5.449097;5.447273;0.000000;60.421815;2038.785658;100.628046;8.411374
1136.000000;0.000000;148526.798282;38.414127;5.436939;5.435241;0.000000;31.237113;2038.785658;39.217622;8.389672
1137.000000;0.000000;148518.888406;38.412826;5.433646;5.432156;0.000000;41.272165;2038.785658;14.776595;8.382167
1138.000000;0.000000;148721.183247;38.446079;5.438858;5.437839;0.000000;75.607212;2038.785658;10.657644;8.381784
1139.000000;0.000000;149439.816354;38.564204;5.462102;5.461436;0.000000;164.735006;2038.785658;32.582204;8.391593
1140.000000;0.000000;150110.840075;38.674504;5.484932;5.484189;0.000000;243.562204;2038.785658;60.160715;8.426440
1141.000000;0.000000;150876.841320;38.800416;5.504341;5.503617;0.000000;220.792913;2038.785658;38.812078;8.458979
1142.000000;0.000000;151715.104161;38.938205;5.524980;5.524542;0.000000;250.000000;2057.640228;9.931548;8.496123
1143.000000;0.000000;152381.709488;39.047779;5.543945;5.543512;0.000000;250.000000;2082.999749;5.412833;8.536771
1144.000000;0.000000;152722.253876;39.103756;5.553981;5.553512;0.000000;250.000000;2098.274711;5.326434;8.569095
1145.000000;0.000000;152552.932740;39.075923;5.553831;5.553348;0.000000;228.640583;2098.274711;41.402370;8.585608
1146.000000;0.000000;152126.825945;39.005882;5.548266;5.547207;0.000000;135.900232;2098.274711;93.705532;8.577397
1147.000000;0.000000;151853.279591;38.960918;5.535728;5.534577;0.000000;0.000000;2057.603020;60.322361;8.556735
1148.000000;0.000000;151688.491906;38.933831;5.527709;5.526513;0.000000;0.000000;1886.976006;36.402613;8.543471
1149.000000;0.000000;151610.521513;38.921014;5.522889;5.521669;0.000000;24.084270;1886.976006;17.241229;8.535480
1150.000000;0.000000;151535.400072;38.908666;5.520611;5.519343;0.000000;47.210791;1886.976006;16.619507;8.531699
1151.000000;0.000000;151461.125153;38.896457;5.518419;5.516780;0.000000;72.321346;1886.976006;16.439708;8.528057
1152.000000;0.000000;151392.070462;38.885106;5.516253;5.514240;0.000000;128.219655;1886.976006;15.290263;8.524455
1153.000000;0.000000;151314.801557;38.872405;5.514240;5.511990;0.000000;183.612144;1886.976006;17.116702;8.521106
1154.000000;0.000000;151233.372873;38.859020;5.511990;5.509621;0.000000;238.167206;1886.976006;18.047176;8.517360
1155.000000;0.000000;151147.402689;38.844889;5.509621;5.507122;0.000000;250.000000;1898.124638;19.063726;8.513411
1156.000000;0.000000;151057.400769;38.830095;5.507122;5.504508;0.000000;250.000000;1912.211460;19.968822;8.509242
1157.000000;0.000000;150962.569430;38.814507;5.504508;5.501757;0.000000;250.000000;1926.038189;21.052540;8.504878
1158.000000;0.000000;150747.920762;38.779224;5.501757;5.498748;0.000000;250.000000;1928.589719;47.697555;8.500280
1159.000000;0.000000;150238.122575;38.695426;5.495539;5.491905;0.000000;59.730768;1928.589719;113.470029;8.489871
1160.000000;0.000000;150076.429778;38.668848;5.481934;5.479461;0.000000;38.411956;1928.589719;44.658361;8.465151
1161.000000;0.000000;150058.727492;38.665938;5.477834;5.476040;0.000000;57.427936;1928.589719;16.817826;8.457310
1162.000000;0.000000;150230.207584;38.694125;5.481744;5.480928;0.000000;97.806141;1928.589719;8.863063;8.456452
1163.000000;0.000000;150477.032740;38.734697;5.491673;5.491241;0.000000;134.517771;1928.589719;30.542427;8.464767
1164.000000;0.000000;150813.156530;38.789947;5.504939;5.504506;0.000000;180.374527;1928.589719;57.514579;8.476736
1165.000000;0.000000;151473.794326;38.898540;5.521436;5.520998;0.000000;155.210161;1928.589719;36.487686;8.493034
1166.000000;0.000000;152196.808123;39.017385;5.539105;5.538663;0.000000;250.000000;1929.197188;9.911451;8.525069
1167.000000;0.000000;152709.224036;39.101614;5.553623;5.553172;0.000000;250.000000;1951.701212;5.530776;8.560129
1168.000000;0.000000;153030.546659;39.154431;5.563107;5.562637;0.000000;250.000000;1969.286396;5.320551;8.584976
1169.000000;0.000000;152852.480449;39.125162;5.562957;5.562214;0.000000;240.845211;1969.286396;43.238245;8.600557
1170.000000;0.000000;152422.059278;39.054411;5.557114;5.555928;0.000000;160.830294;1969.286396;94.472681;8.591923
1171.000000;0.000000;152145.803488;39.009001;5.544409;5.543178;0.000000;0.000000;1962.789921;60.804240;8.571051
1172.000000;0.000000;151978.274981;38.981464;5.536285;5.535006;0.000000;0.000000;1803.847083;36.938478;8.557655
1173.000000;0.000000;151895.975790;38.967936;5.531370;5.530020;0.000000;34.251378;1803.847083;18.164482;8.549532
1174.000000;0.000000;151811.827850;38.954104;5.528959;5.527423;0.000000;66.609378;1803.847083;18.582349;8.545541
1175.000000;0.000000;151724.223743;38.939704;5.526495;5.524463;0.000000;100.093823;1803.847083;19.355425;8.541461
1176.000000;0.000000;151644.250781;38.926559;5.523933;5.521596;0.000000;163.394320;1803.847083;17.677750;8.537213
1177.000000;0.000000;151561.727388;38.912994;5.521596;5.519187;0.000000;227.316918;1803.847083;18.250942;8.533335
1178.000000;0.000000;151475.711125;38.898855;5.519187;5.516678;0.000000;250.000000;1814.656457;19.033570;8.529333
1179.000000;0.000000;151387.599519;38.884372;5.516678;5.514110;0.000000;250.000000;1831.400775;19.508056;8.525162
1180.000000;0.000000;151286.529442;38.867758;5.514110;5.511168;0.000000;250.000000;1847.453473;22.389812;8.520890
1181.000000;0.000000;151176.517117;38.849675;5.511168;5.507968;0.000000;250.000000;1863.026926;24.386664;8.515989
1182.000000;0.000000;150951.373599;38.812667;5.507968;5.504649;0.000000;250.000000;1867.582003;49.961580;8.510654
1183.000000;0.000000;150449.222505;38.730126;5.501432;5.498014;0.000000;73.579304;1867.582003;111.618486;8.499737
1184.000000;0.000000;150296.008373;38.704941;5.488018;5.485786;0.000000;65.997423;1867.582003;42.707263;8.475387
1185.000000;0.000000;150288.701739;38.703740;5.484154;5.482655;0.000000;97.122310;1867.582003;14.475626;8.467958
1186.000000;0.000000;150634.779630;38.760627;5.493364;5.492596;0.000000;170.472185;1867.582003;8.440014;8.467603
1187.000000;0.000000;151266.721762;38.864502;5.514552;5.514152;0.000000;250.000000;1872.463845;30.140021;8.484385
1188.000000;0.000000;151795.706933;38.951454;5.533588;5.533185;0.000000;250.000000;1894.116145;56.960752;8.515028
1189.000000;0.000000;152438.181223;39.057061;5.549717;5.549310;0.000000;233.021191;1894.116145;36.032824;8.540679
1190.000000;0.000000;153180.866065;39.179140;5.568169;5.567737;0.000000;250.000000;1918.348022;9.745260;8.571833
1191.000000;0.000000;153617.047718;39.250838;5.580561;5.580123;0.000000;250.000000;1940.460409;5.374734;8.607846
1192.000000;0.000000;153804.614206;39.281669;5.586134;5.585679;0.000000;250.000000;1955.784615;5.153436;8.628997
1193.000000;0.000000;153616.096520;39.250681;5.585427;5.584945;0.000000;250.000000;1956.503359;41.116304;8.638092
1194.000000;0.000000;153209.010563;39.183766;5.579798;5.579309;0.000000;187.972191;1956.503359;88.896423;8.628951
1195.000000;0.000000;152957.762094;39.142467;5.567682;5.567190;0.000000;38.151546;1956.503359;55.011221;8.609211
1196.000000;0.000000;152798.422576;39.116276;5.560231;5.559187;0.000000;0.000000;1844.500192;34.947339;8.597028
1197.000000;0.000000;152722.136971;39.103736;5.555515;5.554332;0.000000;45.077285;1844.500192;16.747837;8.589301
1198.000000;0.000000;152649.478443;39.091793;5.553260;5.552051;0.000000;89.346934;1844.500192;15.959323;8.585602
1199.000000;0.000000;152588.664766;39.081797;5.551115;5.549855;0.000000;137.775062;1844.500192;13.363473;8.582079
1200.000000;0.000000;152545.139138;39.074642;5.549320;5.548036;0.000000;211.558424;1844.500192;9.567502;8.579130
1201.000000;0.000000;152497.382595;39.066792;5.548036;5.546628;0.000000;250.000000;1854.004215;10.500476;8.577020
1202.000000;0.000000;152439.641625;39.057301;5.546628;5.544927;0.000000;250.000000;1873.231502;12.699734;8.574704
1203.000000;0.000000;152376.079100;39.046853;5.544927;5.543055;0.000000;250.000000;1892.150234;13.985379;8.571904
1204.000000;0.000000;152299.913960;39.034333;5.543055;5.540814;0.000000;250.000000;1910.401814;16.765181;8.568822
1205.000000;0.000000;152220.808351;39.021330;5.540814;5.538488;0.000000;250.000000;1928.495993;17.421019;8.565128
1206.000000;0.000000;152028.763637;38.989763;5.538488;5.536108;0.000000;250.000000;1935.732215;42.327523;8.561292
1207.000000;0.000000;151560.549675;38.912800;5.532850;5.530402;0.000000;87.042086;1935.732215;103.339362;8.551980
1208.000000;0.000000;151432.953848;38.891827;5.520273;5.518766;0.000000;90.363080;1935.732215;36.730956;8.529276
1209.000000;0.000000;151451.758881;38.894918;5.517111;5.516355;0.000000;130.149640;1935.732215;8.588924;8.523089
1210.000000;0.000000;151828.474863;38.956841;5.527758;5.527316;0.000000;212.614618;1935.732215;5.849502;8.524001
1211.000000;0.000000;152382.130334;39.047848;5.547285;5.546842;0.000000;250.000000;1950.130557;30.250243;8.542268
1212.000000;0.000000;152871.504546;39.128289;5.565364;5.564929;0.000000;250.000000;1971.151238;56.829880;8.569115
1213.000000;0.000000;152976.232951;39.145504;5.565643;5.565232;0.000000;150.833523;1971.151238;35.939105;8.592845
1214.000000;0.000000;153143.599755;39.173014;5.567042;5.566631;0.000000;186.307765;1971.151238;9.598313;8.597924
1215.000000;0.000000;153191.519925;39.180891;5.568021;5.567457;0.000000;221.969922;1971.151238;6.322444;8.606039
1216.000000;0.000000;153609.929796;39.249668;5.580306;5.579866;0.000000;250.000000;1987.863387;5.063185;8.608363
1217.000000;0.000000;153440.658462;39.221844;5.580187;5.579706;0.000000;250.000000;1989.638244;41.153216;8.628652
1218.000000;0.000000;153032.957849;39.154828;5.574570;5.574061;0.000000;191.640018;1989.638244;89.132759;8.620444
1219.000000;0.000000;152779.738538;39.113205;5.562459;5.561907;0.000000;45.199105;1989.638244;55.506842;8.600674
1220.000000;0.000000;152636.849589;39.089717;5.554963;5.554407;0.000000;0.000000;1891.089323;31.373275;8.588395
1221.000000;0.000000;152581.557575;39.080629;5.550742;5.550180;0.000000;52.397996;1891.089323;12.151094;8.581467
1222.000000;0.000000;152517.408470;39.070084;5.549110;5.548154;0.000000;101.522042;1891.089323;14.102929;8.578785
1223.000000;0.000000;152457.269706;39.060199;5.547218;5.545980;0.000000;153.257104;1891.089323;13.226482;8.575675
1224.000000;0.000000;152414.486311;39.053166;5.545446;5.544186;0.000000;226.601246;1891.089323;9.412364;8.572759
1225.000000;0.000000;152371.551847;39.046109;5.544186;5.542922;0.000000;250.000000;1904.702948;9.448219;8.570684
1226.000000;0.000000;152328.551168;39.039041;5.542922;5.541656;0.000000;250.000000;1924.552112;9.465423;8.568602
1227.000000;0.000000;152284.709815;39.031834;5.541656;5.540367;0.000000;250.000000;1944.356217;9.653164;8.566517
1228.000000;0.000000;152240.717564;39.024603;5.540367;5.539073;0.000000;250.000000;1964.151689;9.689140;8.564391
1229.000000;0.000000;152196.729323;39.017372;5.539073;5.537781;0.000000;250.000000;1983.946710;9.691017;8.562258
1230.000000;0.000000;152038.238271;38.991320;5.537781;5.536386;0.000000;250.000000;1992.802895;34.934517;8.560125
1231.000000;0.000000;151602.970536;38.919773;5.533128;5.531646;0.000000;94.096702;1992.802895;96.047048;8.552440
1232.000000;0.000000;151465.619078;38.897196;5.520951;5.519720;0.000000;96.115319;1992.802895;34.634883;8.531333
1233.000000;0.000000;151464.588493;38.897027;5.517503;5.516729;0.000000;131.687065;1992.802895;8.728891;8.524673
1234.000000;0.000000;151479.259552;38.899438;5.518033;5.517113;0.000000;164.745770;1992.802895;9.502201;8.524623
1235.000000;0.000000;151418.333798;38.889423;5.519022;5.518573;0.000000;176.229683;1992.802895;30.479584;8.525334
1236.000000;0.000000;151224.293179;38.857528;5.517244;5.516470;0.000000;165.014767;1992.802895;59.966315;8.522380
1237.000000;0.000000;151135.969901;38.843010;5.511591;5.511149;0.000000;37.173732;1992.802895;36.603048;8.512971
1238.000000;0.000000;151169.110821;38.848457;5.509022;5.508623;0.000000;55.432738;1992.802895;9.683193;8.508688
1239.000000;0.000000;151183.882005;38.850885;5.508869;5.508470;0.000000;88.159607;1992.802895;5.240714;8.510295
1240.000000;0.000000;151198.816932;38.853340;5.509299;5.508860;0.000000;124.604767;1992.802895;5.203889;8.511011
1241.000000;0.000000;151030.311615;38.825642;5.509175;5.508714;0.000000;130.071347;1992.802895;41.631316;8.511735
1242.000000;0.000000;150624.906545;38.759004;5.503722;5.503261;0.000000;70.006005;1992.802895;90.024424;8.503564
1243.000000;0.000000;150368.053637;38.716783;5.491982;5.491321;0.000000;0.000000;1921.687183;57.187977;8.483906
1244.000000;0.000000;150210.560693;38.690896;5.484570;5.483597;0.000000;0.000000;1778.064346;35.124836;8.471451
1245.000000;0.000000;150139.802620;38.679265;5.480035;5.479040;0.000000;48.538843;1778.064346;15.795882;8.463814
1246.000000;0.000000;150073.501930;38.668366;5.478000;5.477004;0.000000;96.449982;1778.064346;14.807442;8.460383
1247.000000;0.000000;150019.921470;38.659559;5.476095;5.475075;0.000000;148.735883;1778.064346;11.971279;8.457168
1248.000000;0.000000;149983.576080;38.653585;5.474556;5.473513;0.000000;221.504209;1778.064346;8.122681;8.454570
1249.000000;0.000000;149946.391450;38.647473;5.473513;5.472446;0.000000;250.000000;1790.128336;8.312177;8.452808
1250.000000;0.000000;149907.926397;38.641150;5.472446;5.471342;0.000000;250.000000;1809.722018;8.600452;8.451004
1251.000000;0.000000;149865.092017;38.634109;5.471342;5.470114;0.000000;250.000000;1829.080665;9.579759;8.449139
1252.000000;0.000000;149820.261008;38.626740;5.470114;5.468829;0.000000;250.000000;1848.331483;10.029053;8.447062
1253.000000;0.000000;149770.896522;38.618626;5.468829;5.467415;0.000000;250.000000;1867.338136;11.046403;8.444888
1254.000000;0.000000;149608.502562;38.591932;5.467415;5.465935;0.000000;250.000000;1875.389375;36.358978;8.442495
1255.000000;0.000000;149172.425468;38.520252;5.462768;5.461269;0.000000;90.290255;1875.389375;97.743370;8.434620
1256.000000;0.000000;149059.863690;38.501749;5.451423;5.450372;0.000000;93.376451;1875.389375;33.919204;8.413474
1257.000000;0.000000;149078.238462;38.504770;5.448766;5.448015;0.000000;130.461835;1875.389375;8.817591;8.408016
1258.000000;0.000000;149659.087350;38.600247;5.465175;5.464540;0.000000;235.213106;1875.389375;7.514314;8.408907
1259.000000;0.000000;150329.617404;38.710465;5.487380;5.486985;0.000000;250.000000;1898.837254;30.280631;8.437073
1260.000000;0.000000;150724.563282;38.775385;5.502333;5.501935;0.000000;250.000000;1915.293428;57.276018;8.469587
1261.000000;0.000000;151060.144120;38.830546;5.509342;5.508943;0.000000;183.476894;1915.293428;36.287432;8.488739
1262.000000;0.000000;151688.461510;38.933826;5.524165;5.523763;0.000000;250.000000;1922.342456;9.655986;8.505011
1263.000000;0.000000;151914.391858;38.970963;5.530192;5.529788;0.000000;250.000000;1937.594302;5.225062;8.535479
1264.000000;0.000000;151892.209458;38.967317;5.529498;5.529094;0.000000;250.000000;1946.323473;4.897485;8.546434
1265.000000;0.000000;151706.429126;38.936779;5.528848;5.528445;0.000000;250.000000;1947.415686;41.024924;8.545358
1266.000000;0.000000;151302.845956;38.870440;5.523413;5.523011;0.000000;188.675030;1947.415686;89.228609;8.536350
1267.000000;0.000000;151054.961161;38.829694;5.511642;5.511242;0.000000;39.996603;1947.415686;54.947964;8.516780
1268.000000;0.000000;150916.147353;38.806876;5.504437;5.504002;0.000000;0.000000;1842.165369;30.819780;8.504760
1269.000000;0.000000;150864.208428;38.798339;5.500411;5.499954;0.000000;50.631034;1842.165369;11.541745;8.498029
1270.000000;0.000000;150816.587414;38.790511;5.498906;5.498444;0.000000;100.605169;1842.165369;10.585744;8.495510
1271.000000;0.000000;150782.258014;38.784868;5.497527;5.497057;0.000000;155.058654;1842.165369;7.633371;8.493201
1272.000000;0.000000;150765.739982;38.782153;5.496533;5.496055;0.000000;218.807249;1842.165369;3.673504;8.491536
1273.000000;0.000000;150741.212566;38.778122;5.496055;5.495345;0.000000;250.000000;1850.722751;5.455319;8.490735
1274.000000;0.000000;150697.854192;38.770994;5.495345;5.494091;0.000000;250.000000;1866.592636;9.645171;8.489546
1275.000000;0.000000;150651.900996;38.763441;5.494091;5.492762;0.000000;250.000000;1882.323303;10.225248;8.487443
1276.000000;0.000000;150603.283560;38.755449;5.492762;5.491358;0.000000;250.000000;1897.910922;10.821279;8.485215
1277.000000;0.000000;150551.299455;38.746905;5.491358;5.489856;0.000000;250.000000;1913.317827;11.574252;8.482858
1278.000000;0.000000;150380.906321;38.718896;5.489856;5.488136;0.000000;250.000000;1917.511722;37.960147;8.480337
1279.000000;0.000000;149930.022961;38.644782;5.484941;5.483013;0.000000;71.071046;1917.511722;100.569558;8.472074
1280.000000;0.000000;149802.484809;38.623818;5.473078;5.471592;0.000000;56.039539;1917.511722;37.105566;8.450211
1281.000000;0.000000;149831.886624;38.628651;5.469970;5.469531;0.000000;82.088986;1917.511722;6.308644;8.444026
1282.000000;0.000000;150381.162095;38.718938;5.485718;5.485276;0.000000;169.727002;1917.511722;5.957942;8.445452
1283.000000;0.000000;151205.124104;38.854377;5.512758;5.512358;0.000000;250.000000;1925.359502;30.147600;8.472087
1284.000000;0.000000;151791.712928;38.950798;5.533471;5.533067;0.000000;250.000000;1944.946116;56.961418;8.512041
1285.000000;0.000000;152223.028601;39.021695;5.543374;5.542968;0.000000;182.301692;1944.946116;36.074013;8.540485
