Heure; Bilan [kWh]; Stockage [kWh]; Température du stock [°C]; COP chauffage; COP ECS; ECS Gachée
1951.000000;-0.000000;1507717.501050;75.957853;5.000000;5.000000;0.000000
1952.000000;0.000000;1507759.422994;75.959576;5.000000;5.000000;0.000000
1953.000000;0.000000;1508266.622033;75.980418;5.000000;5.000000;0.000000
1954.000000;0.000000;1508921.838593;76.007344;5.000000;5.000000;0.000000
1955.000000;0.000000;1509525.282604;76.032141;5.000000;5.000000;0.000000
1956.000000;0.000000;1510041.573276;76.053358;5.000000;5.000000;0.000000
1957.000000;0.000000;1510389.300969;76.067647;5.000000;5.000000;0.000000
1958.000000;0.000000;1511021.022131;76.093607;5.000000;5.000000;0.000000
1959.000000;0.000000;1511572.808131;76.116282;5.000000;5.000000;0.000000
1960.000000;0.000000;1511963.375842;76.132332;5.000000;5.000000;0.000000
1961.000000;0.000000;1511941.439389;76.131431;5.000000;5.000000;0.000000
1962.000000;0.000000;1511473.580146;76.112204;5.000000;5.000000;0.000000
1963.000000;0.000000;1511132.952258;76.098207;5.000000;5.000000;0.000000
1964.000000;0.000000;1510927.060738;76.089746;5.000000;5.000000;0.000000
1965.000000;0.000000;1510828.262083;76.085686;5.000000;5.000000;0.000000
1966.000000;0.000000;1510734.994283;76.081853;5.000000;5.000000;0.000000
1967.000000;0.000000;1510658.312960;76.078702;5.000000;5.000000;0.000000
1968.000000;0.000000;1510603.745507;76.076460;5.000000;5.000000;0.000000
1969.000000;0.000000;1510685.472175;76.079818;5.000000;5.000000;0.000000
1970.000000;0.000000;1510781.685013;76.083772;5.000000;5.000000;0.000000
1971.000000;0.000000;1510874.982814;76.087606;5.000000;5.000000;0.000000
1972.000000;0.000000;1510966.904743;76.091383;5.000000;5.000000;0.000000
1973.000000;0.000000;1511058.476860;76.095146;5.000000;5.000000;0.000000
1974.000000;0.000000;1510970.760513;76.091542;5.000000;5.000000;0.000000
1975.000000;0.000000;1510452.221344;76.070233;5.000000;5.000000;0.000000
1976.000000;0.000000;1510465.802251;76.070791;5.000000;5.000000;0.000000
1977.000000;0.000000;1510970.889827;76.091547;5.000000;5.000000;0.000000
1978.000000;0.000000;1511525.220162;76.114327;5.000000;5.000000;0.000000
1979.000000;0.000000;1512035.169092;76.135282;5.000000;5.000000;0.000000
1980.000000;0.000000;1512416.060319;76.150935;5.000000;5.000000;0.000000
1981.000000;0.000000;1512620.673325;76.159343;5.000000;5.000000;0.000000
1982.000000;0.000000;1513075.345364;76.178027;5.000000;5.000000;0.000000
1983.000000;0.000000;1513461.847359;76.193910;5.000000;5.000000;0.000000
1984.000000;0.000000;1513667.038861;76.202342;5.000000;5.000000;0.000000
1985.000000;0.000000;1513568.890453;76.198309;5.000000;5.000000;0.000000
1986.000000;0.000000;1513070.583515;76.177831;5.000000;5.000000;0.000000
1987.000000;0.000000;1512729.907719;76.163832;5.000000;5.000000;0.000000
1988.000000;0.000000;1512523.968294;76.155369;5.000000;5.000000;0.000000
1989.000000;0.000000;1512425.121733;76.151307;5.000000;5.000000;0.000000
1990.000000;0.000000;1512331.806031;76.147472;5.000000;5.000000;0.000000
1991.000000;0.000000;1512255.076805;76.144319;5.000000;5.000000;0.000000
1992.000000;0.000000;1512200.461452;76.142075;5.000000;5.000000;0.000000
1993.000000;0.000000;1512145.847738;76.139830;5.000000;5.000000;0.000000
1994.000000;0.000000;1512220.100811;76.142882;5.000000;5.000000;0.000000
1995.000000;0.000000;1512293.482335;76.145897;5.000000;5.000000;0.000000
1996.000000;0.000000;1512340.169762;76.147816;5.000000;5.000000;0.000000
1997.000000;0.000000;1512380.549214;76.149475;5.000000;5.000000;0.000000
1998.000000;0.000000;1512244.141750;76.143870;5.000000;5.000000;0.000000
1999.000000;0.000000;1511707.916881;76.121834;5.000000;5.000000;0.000000
2000.000000;0.000000;1511566.891661;76.116039;5.000000;5.000000;0.000000
2001.000000;0.000000;1511571.296789;76.116220;5.000000;5.000000;0.000000
2002.000000;0.000000;1511782.992503;76.124919;5.000000;5.000000;0.000000
2003.000000;0.000000;1512055.044369;76.136099;5.000000;5.000000;0.000000
2004.000000;0.000000;1512370.010914;76.149042;5.000000;5.000000;0.000000
2005.000000;0.000000;1512468.949239;76.153108;5.000000;5.000000;0.000000
2006.000000;0.000000;1512456.025751;76.152577;5.000000;5.000000;0.000000
2007.000000;0.000000;1512602.490692;76.158596;5.000000;5.000000;0.000000
2008.000000;0.000000;1512732.671472;76.163945;5.000000;5.000000;0.000000
2009.000000;0.000000;1512670.542231;76.161392;5.000000;5.000000;0.000000
2010.000000;0.000000;1512194.944356;76.141848;5.000000;5.000000;0.000000
2011.000000;0.000000;1511854.294828;76.127849;5.000000;5.000000;0.000000
2012.000000;0.000000;1511648.381669;76.119388;5.000000;5.000000;0.000000
2013.000000;0.000000;1511420.285375;76.110014;5.000000;5.000000;0.000000
2014.000000;0.000000;1511326.999816;76.106181;5.000000;5.000000;0.000000
2015.000000;0.000000;1511250.300733;76.103029;5.000000;5.000000;0.000000
2016.000000;0.000000;1511195.715522;76.100786;5.000000;5.000000;0.000000
2017.000000;0.000000;1511141.131948;76.098543;5.000000;5.000000;0.000000
2018.000000;0.000000;1511175.949059;76.099974;5.000000;5.000000;0.000000
2019.000000;0.000000;1511264.129718;76.103597;5.000000;5.000000;0.000000
2020.000000;0.000000;1511351.704555;76.107196;5.000000;5.000000;0.000000
2021.000000;0.000000;1511439.101097;76.110788;5.000000;5.000000;0.000000
2022.000000;0.000000;1511347.864349;76.107038;5.000000;5.000000;0.000000
2023.000000;0.000000;1510829.642368;76.085743;5.000000;5.000000;0.000000
2024.000000;0.000000;1510675.233050;76.079397;5.000000;5.000000;0.000000
2025.000000;0.000000;1510871.857331;76.087477;5.000000;5.000000;0.000000
2026.000000;0.000000;1511186.300861;76.100399;5.000000;5.000000;0.000000
2027.000000;0.000000;1511383.892359;76.108519;5.000000;5.000000;0.000000
2028.000000;0.000000;1511465.180497;76.111859;5.000000;5.000000;0.000000
2029.000000;0.000000;1511329.253858;76.106274;5.000000;5.000000;0.000000
2030.000000;0.000000;1511558.070885;76.115677;5.000000;5.000000;0.000000
2031.000000;0.000000;1511764.905844;76.124176;5.000000;5.000000;0.000000
2032.000000;0.000000;1511898.071067;76.129648;5.000000;5.000000;0.000000
2033.000000;0.000000;1511766.022269;76.124222;5.000000;5.000000;0.000000
2034.000000;0.000000;1511267.766285;76.103747;5.000000;5.000000;0.000000
2035.000000;0.000000;1510927.144570;76.089749;5.000000;5.000000;0.000000
2036.000000;0.000000;1510721.259225;76.081289;5.000000;5.000000;0.000000
2037.000000;0.000000;1510622.466743;76.077229;5.000000;5.000000;0.000000
2038.000000;0.000000;1510529.205117;76.073396;5.000000;5.000000;0.000000
2039.000000;0.000000;1510452.529967;76.070246;5.000000;5.000000;0.000000
2040.000000;0.000000;1510396.002188;76.067923;5.000000;5.000000;0.000000
2041.000000;0.000000;1510339.305104;76.065593;5.000000;5.000000;0.000000
2042.000000;0.000000;1510399.789617;76.068078;5.000000;5.000000;0.000000
2043.000000;0.000000;1510488.285701;76.071715;5.000000;5.000000;0.000000
2044.000000;0.000000;1510576.688927;76.075348;5.000000;5.000000;0.000000
2045.000000;0.000000;1510665.084800;76.078980;5.000000;5.000000;0.000000
2046.000000;0.000000;1510577.589351;76.075385;5.000000;5.000000;0.000000
2047.000000;0.000000;1510061.185976;76.054164;5.000000;5.000000;0.000000
2048.000000;0.000000;1510039.692392;76.053281;5.000000;5.000000;0.000000
2049.000000;0.000000;1510418.470147;76.068846;5.000000;5.000000;0.000000
2050.000000;0.000000;1510938.288764;76.090207;5.000000;5.000000;0.000000
2051.000000;0.000000;1511448.243096;76.111163;5.000000;5.000000;0.000000
2052.000000;0.000000;1511884.790563;76.129103;5.000000;5.000000;0.000000
2053.000000;0.000000;1512170.471394;76.140842;5.000000;5.000000;0.000000
2054.000000;0.000000;1512780.404703;76.165907;5.000000;5.000000;0.000000
2055.000000;0.000000;1513284.970718;76.186641;5.000000;5.000000;0.000000
2056.000000;0.000000;1513653.336952;76.201779;5.000000;5.000000;0.000000
2057.000000;0.000000;1513608.209108;76.199924;5.000000;5.000000;0.000000
2058.000000;0.000000;1513122.458765;76.179963;5.000000;5.000000;0.000000
2059.000000;0.000000;1512781.781413;76.165963;5.000000;5.000000;0.000000
2060.000000;0.000000;1512575.840431;76.157501;5.000000;5.000000;0.000000
2061.000000;0.000000;1512476.992315;76.153438;5.000000;5.000000;0.000000
2062.000000;0.000000;1512383.675056;76.149604;5.000000;5.000000;0.000000
2063.000000;0.000000;1512306.944275;76.146451;5.000000;5.000000;0.000000
2064.000000;0.000000;1512252.327366;76.144206;5.000000;5.000000;0.000000
2065.000000;0.000000;1512197.712095;76.141962;5.000000;5.000000;0.000000
2066.000000;0.000000;1512247.437110;76.144005;5.000000;5.000000;0.000000
2067.000000;0.000000;1512332.429203;76.147498;5.000000;5.000000;0.000000
2068.000000;0.000000;1512417.072315;76.150976;5.000000;5.000000;0.000000
2069.000000;0.000000;1512501.280979;76.154437;5.000000;5.000000;0.000000
2070.000000;0.000000;1512410.330128;76.150699;5.000000;5.000000;0.000000
2071.000000;0.000000;1511897.072774;76.129607;5.000000;5.000000;0.000000
2072.000000;0.000000;1511956.423814;76.132046;5.000000;5.000000;0.000000
2073.000000;0.000000;1512488.813575;76.153924;5.000000;5.000000;0.000000
2074.000000;0.000000;1513171.200746;76.181966;5.000000;5.000000;0.000000
2075.000000;0.000000;1513825.068575;76.208836;5.000000;5.000000;0.000000
2076.000000;0.000000;1514383.760300;76.231795;5.000000;5.000000;0.000000
2077.000000;0.000000;1514763.656602;76.247406;5.000000;5.000000;0.000000
2078.000000;0.000000;1515434.192459;76.274961;5.000000;5.000000;0.000000
2079.000000;0.000000;1516012.673791;76.298733;5.000000;5.000000;0.000000
2080.000000;0.000000;1516409.374368;76.315035;5.000000;5.000000;0.000000
2081.000000;0.000000;1516375.705970;76.313651;5.000000;5.000000;0.000000
2082.000000;0.000000;1515886.168757;76.293535;5.000000;5.000000;0.000000
2083.000000;0.000000;1515545.408497;76.279531;5.000000;5.000000;0.000000
2084.000000;0.000000;1515339.384611;76.271065;5.000000;5.000000;0.000000
2085.000000;0.000000;1515209.835592;76.265741;5.000000;5.000000;0.000000
2086.000000;0.000000;1515116.436352;76.261903;5.000000;5.000000;0.000000
2087.000000;0.000000;1515039.623592;76.258747;5.000000;5.000000;0.000000
2088.000000;0.000000;1514984.924707;76.256499;5.000000;5.000000;0.000000
2089.000000;0.000000;1514930.227463;76.254251;5.000000;5.000000;0.000000
2090.000000;0.000000;1515008.659428;76.257474;5.000000;5.000000;0.000000
2091.000000;0.000000;1515109.324734;76.261611;5.000000;5.000000;0.000000
2092.000000;0.000000;1515209.981308;76.265747;5.000000;5.000000;0.000000
2093.000000;0.000000;1515310.629154;76.269883;5.000000;5.000000;0.000000
2094.000000;0.000000;1515237.723827;76.266887;5.000000;5.000000;0.000000
2095.000000;0.000000;1514719.299656;76.245583;5.000000;5.000000;0.000000
2096.000000;0.000000;1514751.488089;76.246906;5.000000;5.000000;0.000000
2097.000000;0.000000;1515058.804019;76.259535;5.000000;5.000000;0.000000
2098.000000;0.000000;1515440.761431;76.275231;5.000000;5.000000;0.000000
2099.000000;0.000000;1515604.916079;76.281977;5.000000;5.000000;0.000000
2100.000000;0.000000;1515824.104195;76.290984;5.000000;5.000000;0.000000
2101.000000;0.000000;1516071.460713;76.301149;5.000000;5.000000;0.000000
2102.000000;0.000000;1516601.415826;76.322927;5.000000;5.000000;0.000000
2103.000000;0.000000;1517111.437586;76.343885;5.000000;5.000000;0.000000
2104.000000;0.000000;1517453.055123;76.357924;5.000000;5.000000;0.000000
2105.000000;0.000000;1517416.278373;76.356413;5.000000;5.000000;0.000000
2106.000000;0.000000;1516950.264891;76.337262;5.000000;5.000000;0.000000
2107.000000;0.000000;1516609.472711;76.323258;5.000000;5.000000;0.000000
2108.000000;0.000000;1516403.416904;76.314790;5.000000;5.000000;0.000000
2109.000000;0.000000;1516304.453966;76.310723;5.000000;5.000000;0.000000
2110.000000;0.000000;1516211.021889;76.306884;5.000000;5.000000;0.000000
2111.000000;0.000000;1516134.176293;76.303726;5.000000;5.000000;0.000000
2112.000000;0.000000;1516079.444573;76.301477;5.000000;5.000000;0.000000
2113.000000;0.000000;1516024.714495;76.299228;5.000000;5.000000;0.000000
2114.000000;0.000000;1516100.004127;76.302322;5.000000;5.000000;0.000000
2115.000000;0.000000;1516177.171217;76.305493;5.000000;5.000000;0.000000
2116.000000;0.000000;1516254.332277;76.308664;5.000000;5.000000;0.000000
2117.000000;0.000000;1516330.204871;76.311782;5.000000;5.000000;0.000000
2118.000000;0.000000;1516202.573263;76.306537;5.000000;5.000000;0.000000
2119.000000;0.000000;1515660.528147;76.284262;5.000000;5.000000;0.000000
2120.000000;0.000000;1515671.881601;76.284729;5.000000;5.000000;0.000000
2121.000000;0.000000;1516108.317454;76.302663;5.000000;5.000000;0.000000
2122.000000;0.000000;1516697.794431;76.326887;5.000000;5.000000;0.000000
2123.000000;0.000000;1517153.796089;76.345626;5.000000;5.000000;0.000000
2124.000000;0.000000;1517543.230369;76.361629;5.000000;5.000000;0.000000
2125.000000;0.000000;1517748.985659;76.370085;5.000000;5.000000;0.000000
2126.000000;0.000000;1518173.728072;76.387539;5.000000;5.000000;0.000000
2127.000000;0.000000;1518569.051118;76.403784;5.000000;5.000000;0.000000
2128.000000;0.000000;1518901.453574;76.417444;5.000000;5.000000;0.000000
2129.000000;0.000000;1518826.298719;76.414356;5.000000;5.000000;0.000000
2130.000000;0.000000;1518315.588807;76.393369;5.000000;5.000000;0.000000
2131.000000;0.000000;1517974.755668;76.379363;5.000000;5.000000;0.000000
2132.000000;0.000000;1517768.658905;76.370893;5.000000;5.000000;0.000000
2133.000000;0.000000;1517669.655012;76.366825;5.000000;5.000000;0.000000
2134.000000;-0.000000;1517576.181981;76.362984;5.000000;5.000000;0.000000
2135.000000;0.000000;1517499.295433;76.359824;5.000000;5.000000;0.000000
2136.000000;0.000000;1517444.522761;76.357573;5.000000;5.000000;0.000000
2137.000000;0.000000;1517389.751733;76.355322;5.000000;5.000000;0.000000
2138.000000;0.000000;1517334.982347;76.353072;5.000000;5.000000;0.000000
2139.000000;0.000000;1517404.210078;76.355917;5.000000;5.000000;0.000000
2140.000000;0.000000;1517478.523252;76.358970;5.000000;5.000000;0.000000
2141.000000;0.000000;1517552.830698;76.362024;5.000000;5.000000;0.000000
2142.000000;0.000000;1517450.284421;76.357810;5.000000;5.000000;0.000000
2143.000000;0.000000;1516928.592876;76.336372;5.000000;5.000000;0.000000
2144.000000;0.000000;1516752.104818;76.329119;5.000000;5.000000;0.000000
2145.000000;0.000000;1516905.851645;76.335437;5.000000;5.000000;0.000000
2146.000000;0.000000;1517154.284772;76.345646;5.000000;5.000000;0.000000
2147.000000;0.000000;1517302.118851;76.351721;5.000000;5.000000;0.000000
2148.000000;0.000000;1517289.675503;76.351210;5.000000;5.000000;0.000000
2149.000000;0.000000;1517108.651264;76.343771;5.000000;5.000000;0.000000
2150.000000;0.000000;1517278.033319;76.350732;5.000000;5.000000;0.000000
2151.000000;0.000000;1517444.921876;76.357590;5.000000;5.000000;0.000000
2152.000000;0.000000;1517547.795170;76.361817;5.000000;5.000000;0.000000
2153.000000;0.000000;1517375.445799;76.354735;5.000000;5.000000;0.000000
2154.000000;0.000000;1516856.712411;76.333418;5.000000;5.000000;0.000000
2155.000000;0.000000;1516515.923037;76.319414;5.000000;5.000000;0.000000
2156.000000;0.000000;1516309.870036;76.310946;5.000000;5.000000;0.000000
2157.000000;0.000000;1516210.909905;76.306879;5.000000;5.000000;0.000000
2158.000000;0.000000;1516117.480634;76.303040;5.000000;5.000000;0.000000
2159.000000;0.000000;1516040.637844;76.299882;5.000000;5.000000;0.000000
2160.000000;0.000000;1515985.908930;76.297633;5.000000;5.000000;0.000000
2161.000000;0.000000;1515931.181658;76.295384;5.000000;5.000000;0.000000
2162.000000;0.000000;1515876.456028;76.293135;5.000000;5.000000;0.000000
2163.000000;0.000000;1515936.376235;76.295598;5.000000;5.000000;0.000000
2164.000000;0.000000;1516012.179346;76.298713;5.000000;5.000000;0.000000
2165.000000;0.000000;1516087.976571;76.301828;5.000000;5.000000;0.000000
2166.000000;0.000000;1515986.365185;76.297652;5.000000;5.000000;0.000000
2167.000000;0.000000;1515466.769555;76.276300;5.000000;5.000000;0.000000
2168.000000;-0.000000;1515286.611349;76.268896;5.000000;5.000000;0.000000
2169.000000;0.000000;1515306.446657;76.269712;5.000000;5.000000;0.000000
2170.000000;0.000000;1515417.835484;76.274289;5.000000;5.000000;0.000000
2171.000000;0.000000;1515415.923250;76.274210;5.000000;5.000000;0.000000
2172.000000;0.000000;1515322.739135;76.270381;5.000000;5.000000;0.000000
2173.000000;0.000000;1515127.553902;76.262360;5.000000;5.000000;0.000000
2174.000000;0.000000;1515167.789713;76.264014;5.000000;5.000000;0.000000
2175.000000;0.000000;1515295.352630;76.269256;5.000000;5.000000;0.000000
2176.000000;0.000000;1515373.728185;76.272476;5.000000;5.000000;0.000000
2177.000000;0.000000;1515203.952677;76.265500;5.000000;5.000000;0.000000
2178.000000;0.000000;1514690.934778;76.244418;5.000000;5.000000;0.000000
2179.000000;0.000000;1514350.210373;76.230416;5.000000;5.000000;0.000000
2180.000000;0.000000;1514144.222341;76.221951;5.000000;5.000000;0.000000
2181.000000;0.000000;1514045.327176;76.217887;5.000000;5.000000;0.000000
2182.000000;0.000000;1513951.962869;76.214051;5.000000;5.000000;0.000000
2183.000000;0.000000;1513875.185042;76.210896;5.000000;5.000000;0.000000
2184.000000;0.000000;1513820.521088;76.208649;5.000000;5.000000;0.000000
2185.000000;0.000000;1513765.858774;76.206403;5.000000;5.000000;0.000000
2186.000000;0.000000;1513711.198100;76.204157;5.000000;5.000000;0.000000
2187.000000;0.000000;1513762.207483;76.206253;5.000000;5.000000;0.000000
2188.000000;0.000000;1513831.481043;76.209100;5.000000;5.000000;0.000000
2189.000000;0.000000;1513900.236346;76.211925;5.000000;5.000000;0.000000
2190.000000;0.000000;1513793.234778;76.207528;5.000000;5.000000;0.000000
2191.000000;0.000000;1513276.392939;76.186289;5.000000;5.000000;0.000000
2192.000000;0.000000;1513101.040440;76.179083;5.000000;5.000000;0.000000
2193.000000;0.000000;1513252.323086;76.185300;5.000000;5.000000;0.000000
2194.000000;0.000000;1513462.903574;76.193953;5.000000;5.000000;0.000000
2195.000000;0.000000;1513561.306592;76.197997;5.000000;5.000000;0.000000
2196.000000;0.000000;1513510.994687;76.195930;5.000000;5.000000;0.000000
2197.000000;0.000000;1513320.603803;76.188106;5.000000;5.000000;0.000000
2198.000000;0.000000;1513437.951703;76.192928;5.000000;5.000000;0.000000
2199.000000;0.000000;1513570.009304;76.198355;5.000000;5.000000;0.000000
2200.000000;0.000000;1513647.580098;76.201542;5.000000;5.000000;0.000000
2201.000000;0.000000;1513476.442109;76.194510;5.000000;5.000000;0.000000
2202.000000;0.000000;1512955.619610;76.173107;5.000000;5.000000;0.000000
2203.000000;0.000000;1512614.947263;76.159108;5.000000;5.000000;0.000000
2204.000000;0.000000;1512409.011286;76.150645;5.000000;5.000000;0.000000
2205.000000;0.000000;1512310.168174;76.146583;5.000000;5.000000;0.000000
2206.000000;0.000000;1512216.855919;76.142748;5.000000;5.000000;0.000000
2207.000000;-0.000000;1512140.130142;76.139596;5.000000;5.000000;0.000000
2208.000000;0.000000;1512082.440238;76.137225;5.000000;5.000000;0.000000
2209.000000;0.000000;1512024.324564;76.134837;5.000000;5.000000;0.000000
2210.000000;0.000000;1511964.460133;76.132377;5.000000;5.000000;0.000000
2211.000000;0.000000;1512031.238112;76.135121;5.000000;5.000000;0.000000
2212.000000;0.000000;1512104.933775;76.138149;5.000000;5.000000;0.000000
2213.000000;0.000000;1512177.714545;76.141140;5.000000;5.000000;0.000000
2214.000000;0.000000;1512066.848958;76.136584;5.000000;5.000000;0.000000
2215.000000;0.000000;1511526.165408;76.114365;5.000000;5.000000;0.000000
2216.000000;0.000000;1511522.457228;76.114213;5.000000;5.000000;0.000000
2217.000000;0.000000;1511863.545666;76.128230;5.000000;5.000000;0.000000
2218.000000;0.000000;1512308.008370;76.146494;5.000000;5.000000;0.000000
2219.000000;0.000000;1512586.504607;76.157939;5.000000;5.000000;0.000000
2220.000000;0.000000;1512638.872968;76.160091;5.000000;5.000000;0.000000
2221.000000;0.000000;1512524.592718;76.155395;5.000000;5.000000;0.000000
2222.000000;0.000000;1512784.496965;76.166075;5.000000;5.000000;0.000000
2223.000000;0.000000;1512935.262575;76.172271;5.000000;5.000000;0.000000
2224.000000;0.000000;1513127.159702;76.180156;5.000000;5.000000;0.000000
2225.000000;0.000000;1513030.516448;76.176185;5.000000;5.000000;0.000000
2226.000000;0.000000;1512521.425892;76.155264;5.000000;5.000000;0.000000
2227.000000;0.000000;1512178.201569;76.141160;5.000000;5.000000;0.000000
2228.000000;0.000000;1511968.858694;76.132557;5.000000;5.000000;0.000000
2229.000000;0.000000;1511866.523286;76.128352;5.000000;5.000000;0.000000
2230.000000;0.000000;1511769.718841;76.124374;5.000000;5.000000;0.000000
2231.000000;0.000000;1511689.415477;76.121074;5.000000;5.000000;0.000000
2232.000000;0.000000;1511631.311593;76.118686;5.000000;5.000000;0.000000
2233.000000;0.000000;1511573.294952;76.116302;5.000000;5.000000;0.000000
2234.000000;0.000000;1511601.771392;76.117472;5.000000;5.000000;0.000000
2235.000000;0.000000;1511689.278134;76.121068;5.000000;5.000000;0.000000
2236.000000;0.000000;1511763.768680;76.124129;5.000000;5.000000;0.000000
2237.000000;0.000000;1511827.134028;76.126733;5.000000;5.000000;0.000000
2238.000000;0.000000;1511720.092327;76.122335;5.000000;5.000000;0.000000
2239.000000;0.000000;1511192.058179;76.100636;5.000000;5.000000;0.000000
2240.000000;0.000000;1511057.800498;76.095118;5.000000;5.000000;0.000000
2241.000000;0.000000;1511255.931943;76.103260;5.000000;5.000000;0.000000
2242.000000;0.000000;1511494.299208;76.113056;5.000000;5.000000;0.000000
2243.000000;0.000000;1511594.415417;76.117170;5.000000;5.000000;0.000000
2244.000000;0.000000;1511609.658996;76.117796;5.000000;5.000000;0.000000
2245.000000;0.000000;1511431.598317;76.110479;5.000000;5.000000;0.000000
2246.000000;0.000000;1511603.336347;76.117537;5.000000;5.000000;0.000000
2247.000000;0.000000;1511792.930115;76.125328;5.000000;5.000000;0.000000
2248.000000;0.000000;1511921.065669;76.130593;5.000000;5.000000;0.000000
2249.000000;0.000000;1511785.055029;76.125004;5.000000;5.000000;0.000000
2250.000000;0.000000;1511287.044408;76.104539;5.000000;5.000000;0.000000
2251.000000;0.000000;1510946.422116;76.090542;5.000000;5.000000;0.000000
2252.000000;0.000000;1510740.536192;76.082081;5.000000;5.000000;0.000000
2253.000000;0.000000;1510641.743132;76.078021;5.000000;5.000000;0.000000
2254.000000;0.000000;1510548.480928;76.074189;5.000000;5.000000;0.000000
2255.000000;0.000000;1510471.805199;76.071038;5.000000;5.000000;0.000000
2256.000000;0.000000;1510417.243342;76.068796;5.000000;5.000000;0.000000
2257.000000;0.000000;1510312.817596;76.064504;5.000000;5.000000;0.000000
2258.000000;0.000000;1510413.890779;76.068658;5.000000;5.000000;0.000000
2259.000000;0.000000;1510514.955170;76.072811;5.000000;5.000000;0.000000
2260.000000;0.000000;1510616.010770;76.076964;5.000000;5.000000;0.000000
2261.000000;0.000000;1510717.057582;76.081116;5.000000;5.000000;0.000000
2262.000000;0.000000;1510644.347905;76.078128;5.000000;5.000000;0.000000
2263.000000;0.000000;1510134.392527;76.057172;5.000000;5.000000;0.000000
2264.000000;0.000000;1510198.455387;76.059805;5.000000;5.000000;0.000000
2265.000000;0.000000;1510597.293984;76.076195;5.000000;5.000000;0.000000
2266.000000;0.000000;1511043.270495;76.094521;5.000000;5.000000;0.000000
2267.000000;0.000000;1511457.645459;76.111550;5.000000;5.000000;0.000000
2268.000000;0.000000;1511704.823923;76.121707;5.000000;5.000000;0.000000
2269.000000;0.000000;1511846.733629;76.127539;5.000000;5.000000;0.000000
2270.000000;0.000000;1512372.859481;76.149159;5.000000;5.000000;0.000000
2271.000000;0.000000;1512842.986414;76.168479;5.000000;5.000000;0.000000
2272.000000;0.000000;1513195.981877;76.182985;5.000000;5.000000;0.000000
2273.000000;0.000000;1513238.912519;76.184749;5.000000;5.000000;0.000000
2274.000000;0.000000;1512796.521739;76.166569;5.000000;5.000000;0.000000
2275.000000;0.000000;1512455.854164;76.152570;5.000000;5.000000;0.000000
2276.000000;0.000000;1512249.922960;76.144107;5.000000;5.000000;0.000000
2277.000000;0.000000;1512151.084620;76.140046;5.000000;5.000000;0.000000
2278.000000;0.000000;1512057.777139;76.136211;5.000000;5.000000;0.000000
2279.000000;0.000000;1511981.056134;76.133059;5.000000;5.000000;0.000000
2280.000000;0.000000;1511926.449001;76.130815;5.000000;5.000000;0.000000
2281.000000;0.000000;1511927.866227;76.130873;5.000000;5.000000;0.000000
2282.000000;0.000000;1512034.314121;76.135247;5.000000;5.000000;0.000000
2283.000000;0.000000;1512140.752551;76.139621;5.000000;5.000000;0.000000
2284.000000;0.000000;1512247.181518;76.143995;5.000000;5.000000;0.000000
2285.000000;0.000000;1512353.601023;76.148368;5.000000;5.000000;0.000000
2286.000000;0.000000;1512291.620732;76.145821;5.000000;5.000000;0.000000
2287.000000;0.000000;1511701.668939;76.121577;5.000000;5.000000;0.000000
2288.000000;0.000000;1511867.513783;76.128393;5.000000;5.000000;0.000000
2289.000000;0.000000;1512388.874331;76.149817;5.000000;5.000000;0.000000
2290.000000;0.000000;1513062.840843;76.177513;5.000000;5.000000;0.000000
2291.000000;0.000000;1513665.871401;76.202294;5.000000;5.000000;0.000000
2292.000000;0.000000;1514154.075395;76.222356;5.000000;5.000000;0.000000
2293.000000;0.000000;1514439.131720;76.234070;5.000000;5.000000;0.000000
2294.000000;0.000000;1515031.811365;76.258426;5.000000;5.000000;0.000000
2295.000000;0.000000;1515519.183029;76.278454;5.000000;5.000000;0.000000
2296.000000;0.000000;1515859.769181;76.292450;5.000000;5.000000;0.000000
2297.000000;0.000000;1515838.783194;76.291587;5.000000;5.000000;0.000000
2298.000000;0.000000;1515395.409554;76.273367;5.000000;5.000000;0.000000
2299.000000;0.000000;1515054.664017;76.259365;5.000000;5.000000;0.000000
2300.000000;0.000000;1514848.654852;76.250899;5.000000;5.000000;0.000000
2301.000000;0.000000;1514749.738554;76.246834;5.000000;5.000000;0.000000
2302.000000;0.000000;1514656.353117;76.242997;5.000000;5.000000;0.000000
2303.000000;0.000000;1514576.152159;76.239701;5.000000;5.000000;0.000000
2304.000000;0.000000;1514521.467177;76.237454;5.000000;5.000000;0.000000
2305.000000;0.000000;1514576.034195;76.239696;5.000000;5.000000;0.000000
2306.000000;0.000000;1514693.955130;76.244542;5.000000;5.000000;0.000000
2307.000000;0.000000;1514811.865093;76.249387;5.000000;5.000000;0.000000
2308.000000;0.000000;1514929.764087;76.254232;5.000000;5.000000;0.000000
2309.000000;0.000000;1515047.652113;76.259077;5.000000;5.000000;0.000000
2310.000000;0.000000;1514998.237582;76.257046;5.000000;5.000000;0.000000
2311.000000;0.000000;1514488.151594;76.236085;5.000000;5.000000;0.000000
2312.000000;0.000000;1514605.026352;76.240888;5.000000;5.000000;0.000000
2313.000000;0.000000;1515057.561483;76.259484;5.000000;5.000000;0.000000
2314.000000;0.000000;1515710.836991;76.286329;5.000000;5.000000;0.000000
2315.000000;0.000000;1516290.002297;76.310130;5.000000;5.000000;0.000000
2316.000000;0.000000;1516752.671419;76.329142;5.000000;5.000000;0.000000
